SBWM-2			
4			
x			
y			
z			
16 inch			
long UTM	lat UTM	z	16 inch
4638.24	6252.62	170.3490144	7.54437
4638.24	6252.62	172.4890152	10.5111
4638.24	6252.62	172.8456312	6.41521
4638.24	6252.62	176.05548	10.371
4638.24	6252.62	176.412096	21.8118
4638.24	6252.62	178.195176	18.8463
4638.24	6252.62	180.3351768	22.378
4638.24	6252.62	182.1185616	21.1074
4638.24	6252.62	183.1884096	25.4863
4638.24	6252.62	185.6850264	30.4306
4638.24	6252.62	186.0416424	38.0578
4638.24	6252.62	188.1816432	29.4426
4638.24	6252.62	188.8948752	26.7592
4638.24	6252.62	192.46134	25.3479
4638.24	6252.62	193.174572	33.964
4638.24	6252.62	193.531188	28.3144
4638.24	6252.62	195.3145728	42.0155
4638.24	6252.62	196.3844208	21.6769
4638.24	6252.62	196.7410368	27.7504
4638.24	6252.62	197.4542688	16.4512
4638.24	6252.62	198.1678056	11.7904
4638.24	6252.62	198.5244216	8.4007
4638.24	6252.62	201.0210384	14.1924
4638.24	6252.62	202.0908864	21.2549
4638.24	6252.62	204.5875032	27.4704
4638.24	6252.62	204.9441192	33.8264
4638.24	6252.62	206.7271992	40.0417
4638.24	6252.62	208.8672	34.2514
4638.24	6252.62	209.223816	29.0255
4638.24	6252.62	209.937048	24.2235
4638.24	6252.62	211.7204328	29.0263
4638.24	6252.62	213.1468968	30.7217
4638.24	6252.62	214.5736656	31.8521
4638.24	6252.62	216.0001296	33.5474
4638.24	6252.62	217.4268984	31.1468
4638.24	6252.62	219.2099784	30.5824
4638.24	6252.62	221.3499792	25.922
4638.24	6252.62	221.7065952	34.5379
4638.24	6252.62	222.7764432	39.0581
4638.24	6252.62	223.1330592	30.0186
4638.24	6252.62	223.846596	43.4369
4638.24	6252.62	226.6998288	43.4378
4638.24	6252.62	229.1961408	40.0488
4638.24	6252.62	230.9795256	36.377
4638.24	6252.62	232.4059896	30.1628
4638.24	6252.62	233.1195264	24.372
4638.24	6252.62	235.6158384	19.7118
4638.24	6252.62	236.3293752	10.5312
4638.24	6252.62	238.4690712	8.27203
4638.24	6252.62	239.89584	17.4533
4638.24	6252.62	240.609072	41.1823
4638.24	6252.62	240.965688	34.6852
4638.24	6252.62	241.322304	45.8436
4638.24	6252.62	242.7490728	49.2338
4638.24	6252.62	246.3155376	44.7152
4638.24	6252.62	247.7420016	12.0885
4638.24	6252.62	248.0986176	26.4954
4638.24	6252.62	248.8118496	18.586
4638.24	6252.62	249.1687704	7.00421
4638.24	6252.62	252.3786192	5.73404
4638.24	6252.62	257.014932	5.59425
4638.24	6252.62	258.441396	4.88849
4638.24	6252.62	262.0081656	5.1721
4638.24	6252.62	264.8610936	6.30294
4638.24	6252.62	267.3577104	12.6597
4638.24	6252.62	268.4278632	20.2871
4638.24	6252.62	269.4977112	26.3609
4638.24	6252.62	270.2109432	25.3724
4638.24	6252.62	270.9241752	33.9885
4638.24	6252.62	271.2807912	21.9829
4638.24	6252.62	273.777408	23.9611
4638.24	6252.62	274.134024	35.8256
4638.24	6252.62	274.8475608	42.0405
4638.24	6252.62	275.2041768	46.8429
4638.24	6252.62	279.4838736	47.1268
4638.24	6252.62	279.8404896	39.3585
4638.24	6252.62	280.1971056	50.2343
4638.24	6252.62	283.40604	49.3879
4638.24	6252.62	284.119272	45.7158
4638.24	6252.62	285.902352	40.3491
4638.24	6252.62	287.328816	36.2535
4638.24	6252.62	289.47156	40.3502
4638.24	6252.62	292.324488	37.385
4638.24	6252.62	292.681104	32.3004
4638.24	6252.62	295.177416	34.9848
4638.24	6252.62	296.60388	28.2056
4638.24	6252.62	299.100192	23.9691
4638.24	6252.62	300.17004	26.5118
4638.24	6252.62	300.883272	32.7267
4638.24	6252.62	301.596504	36.5405
4638.24	6252.62	304.092816	40.0724
4638.24	6252.62	304.449432	28.3493
4638.24	6252.62	304.806048	35.694
4638.24	6252.62	306.589128	25.1014
4638.24	6252.62	308.728824	30.328
4638.24	6252.62	311.938368	21.7132
4638.24	6252.62	312.294984	24.6795
4638.24	6252.62	313.364832	18.0414
4638.24	6252.62	315.147912	21.9967
4638.24	6252.62	315.504528	25.3867
4638.24	6252.62	318.00084	21.7151
4638.24	6252.62	319.070688	26.659
4638.24	6252.62	321.213432	32.7331
4638.24	6252.62	321.570048	26.236
4638.24	6252.62	322.28328	22.1402
4638.24	6252.62	322.639896	20.0217
4638.24	6252.62	323.709744	24.1181
4638.24	6252.62	324.779592	25.2484
4638.24	6252.62	327.63252	23.6956
4638.24	6252.62	328.345752	20.7297
4638.24	6252.62	330.842064	19.0356
4638.24	6252.62	334.051608	20.3078
4638.24	6252.62	335.834688	18.0484
4638.24	6252.62	337.617768	16.4953
4638.24	6252.62	337.974384	23.2751
4638.24	6252.62	339.757464	19.1796
4638.24	6252.62	340.470696	16.355
4638.24	6252.62	341.183928	15.649
4638.24	6252.62	342.610392	16.0732
4638.24	6252.62	342.967008	14.6609
4638.24	6252.62	344.036856	18.051
4638.24	6252.62	345.106704	15.2265
4638.24	6252.62	348.316248	18.0524
4638.24	6252.62	349.386096	19.4651
4638.24	6252.62	351.169176	22.4318
4638.24	6252.62	354.025152	17.6304
4638.24	6252.62	354.381768	15.0882
4638.24	6252.62	356.87808	19.185
4638.24	6252.62	357.591312	22.4338
4638.24	6252.62	360.800856	21.7286
4638.24	6252.62	361.157472	19.7513
4638.24	6252.62	362.940552	17.3508
4638.24	6252.62	363.653784	21.1645
4638.24	6252.62	365.79348	26.5325
4638.24	6252.62	366.506712	19.0468
4638.24	6252.62	367.219944	15.0922
4638.24	6252.62	370.429488	17.4944
4638.24	6252.62	370.786104	22.8617
4638.24	6252.62	373.639032	20.0377
4638.24	6252.62	374.70888	22.0155
4638.24	6252.62	376.848576	23.0049
4638.24	6252.62	377.918424	22.299
4638.24	6252.62	379.701504	21.7346
4638.24	6252.62	381.484584	22.8651
4638.24	6252.62	383.62428	21.1708
4638.24	6252.62	385.767024	19.9003
4638.24	6252.62	387.90672	19.336
4638.24	6252.62	389.333184	21.8788
4638.24	6252.62	389.6898	24.5626
4638.24	6252.62	390.403032	27.2464
4638.24	6252.62	391.829496	27.6706
4638.24	6252.62	392.542728	31.0606
4638.24	6252.62	396.465504	24.5647
4638.24	6252.62	398.248584	22.1641
4638.24	6252.62	401.101512	25.2724
4638.24	6252.62	403.241208	23.5781
4638.24	6252.62	405.73752	20.6128
4638.24	6252.62	406.094136	18.7768
4638.24	6252.62	409.660296	22.4502
4638.24	6252.62	411.799992	21.1797
4638.24	6252.62	412.513224	18.4963
4638.24	6252.62	413.583072	15.5305
4638.24	6252.62	413.939688	13.412
4638.24	6252.62	416.079384	18.2149
4638.24	6252.62	419.648592	14.12
4638.24	6252.62	422.858136	14.686
4638.24	6252.62	424.997832	14.1217
4638.24	6252.62	426.424296	11.0148
4638.24	6252.62	426.780912	9.03753
4638.24	6252.62	429.63384	8.75594
4638.24	6252.62	432.130152	8.75673
4638.24	6252.62	433.913232	8.61604
