SBWM-3			
4			
x			
y			
z			
16 inch			
x utm	y utm	z	16 inch
4397.16	5815.44	130.7701368	18.5915
4397.16	5815.44	132.6080808	24.7887
4397.16	5815.44	132.6632496	21.9718
4397.16	5815.44	133.3411248	20.7042
4397.16	5815.44	133.8288048	29.1549
4397.16	5815.44	136.0843248	30.7042
4397.16	5815.44	137.7890712	27.0423
4397.16	5815.44	137.871672	22.8169
4397.16	5815.44	139.4569368	8.59155
4397.16	5815.44	139.6261008	16.6197
4397.16	5815.44	140.0491632	11.6901
4397.16	5815.44	141.443928	7.1831
4397.16	5815.44	143.6525088	11.1268
4397.16	5815.44	143.7186504	7.74648
4397.16	5815.44	145.3212888	9.29577
4397.16	5815.44	145.8943128	13.3803
4397.16	5815.44	146.979096	8.02817
4397.16	5815.44	148.6588488	5.6338
4397.16	5815.44	149.8131264	13.3803
4397.16	5815.44	150.5327592	10
4397.16	5815.44	150.9927024	19.8592
4397.16	5815.44	151.0423848	17.3239
4397.16	5815.44	151.258488	22.9577
4397.16	5815.44	152.3155344	19.0141
4397.16	5815.44	154.535088	22.3944
4397.16	5815.44	155.8911432	19.8592
4397.16	5815.44	157.5157272	20.2817
4397.16	5815.44	157.5489504	18.5915
4397.16	5815.44	159.209196	17.1831
4397.16	5815.44	161.2745208	28.4507
4397.16	5815.44	161.6975832	23.5211
4397.16	5815.44	161.7859752	19.0141
4397.16	5815.44	161.8725384	31.2676
4397.16	5815.44	162.1300944	34.7887
4397.16	5815.44	163.4666424	33.2394
4397.16	5815.44	163.5669216	44.7887
4397.16	5815.44	164.6431704	39.8592
4397.16	5815.44	164.7041304	36.7606
4397.16	5815.44	166.9181976	40.4225
4397.16	5815.44	167.4546456	29.7183
4397.16	5815.44	167.6652624	35.6338
4397.16	5815.44	167.8612488	25.6338
4397.16	5815.44	169.9116384	20.9859
4397.16	5815.44	171.2454432	19.5775
4397.16	5815.44	172.2582936	17.8873
4397.16	5815.44	173.013588	12.6761
4397.16	5815.44	174.4056096	8.30986
4397.16	5815.44	175.4248608	22.9577
4397.16	5815.44	175.6177992	13.0986
4397.16	5815.44	175.8561528	17.6056
4397.16	5815.44	176.6952672	24.7887
4397.16	5815.44	178.0235856	23.662
4397.16	5815.44	178.5027312	32.5352
4397.16	5815.44	178.7410848	37.0423
4397.16	5815.44	178.917564	28.0282
4397.16	5815.44	181.7683584	32.5352
4397.16	5815.44	182.8668576	26.4789
4397.16	5815.44	186.1876536	23.662
4397.16	5815.44	187.0764504	28.3099
4397.16	5815.44	187.989936	31.6901
4397.16	5815.44	191.2308744	32.9577
4397.16	5815.44	192.5811384	30.7042
4397.16	5815.44	194.5626432	29.5775
4397.16	5815.44	196.2369096	27.4648
4397.16	5815.44	197.9334264	24.2254
4397.16	5815.44	198.7917432	30.4225
4397.16	5815.44	198.8496552	27.4648
4397.16	5815.44	199.3839696	33.5211
4397.16	5815.44	200.325192	35.493
4397.16	5815.44	202.2320208	38.169
4397.16	5815.44	205.5942696	33.2394
4397.16	5815.44	206.6595456	28.8732
4397.16	5815.44	207.6946464	26.0563
4397.16	5815.44	209.0726472	22.3944
4397.16	5815.44	209.1360456	19.1549
4397.16	5815.44	210.5335536	14.507
4397.16	5815.44	210.9206496	11.4085
4397.16	5815.44	210.9758184	8.59155
4397.16	5815.44	213.2840688	7.46479
4397.16	5815.44	213.2886408	40.5634
4397.16	5815.44	213.5498544	10.5634
4397.16	5815.44	213.8671512	44.3662
4397.16	5815.44	213.8912304	26.4789
4397.16	5815.44	214.1292792	30.9859
4397.16	5815.44	214.342944	36.7606
4397.16	5815.44	214.7888664	47.3239
4397.16	5815.44	214.8038016	13.2394
4397.16	5815.44	215.053128	17.1831
4397.16	5815.44	215.266488	22.9577
4397.16	5815.44	215.3978568	49.5775
4397.16	5815.44	217.1208912	28.3099
4397.16	5815.44	217.5064632	41.9718
4397.16	5815.44	217.5808344	38.169
4397.16	5815.44	217.6664832	33.8028
4397.16	5815.44	217.7503032	46.1972
4397.16	5815.44	218.8146648	25.2113
4397.16	5815.44	219.6306144	16.9014
4397.16	5815.44	220.028988	13.2394
4397.16	5815.44	221.7224568	10.1408
4397.16	5815.44	222.7712736	6.61972
4397.16	5815.44	230.9740512	4.64789
4397.16	5815.44	235.5460512	4.64789
4397.16	5815.44	239.7721032	5.6338
4397.16	5815.44	240.5392848	16.4789
4397.16	5815.44	240.6057312	13.0986
4397.16	5815.44	241.3524912	8.30986
4397.16	5815.44	241.4308248	20.9859
4397.16	5815.44	243.1492872	16.6197
4397.16	5815.44	244.0572864	20.2817
4397.16	5815.44	244.2429096	27.4648
4397.16	5815.44	244.292592	24.9296
4397.16	5815.44	245.3801184	19.4366
4397.16	5815.44	245.4627192	15.2113
4397.16	5815.44	247.1397288	12.9577
4397.16	5815.44	247.887708	24.7887
4397.16	5815.44	247.9291608	22.6761
4397.16	5815.44	247.9706136	20.5634
4397.16	5815.44	248.0504712	16.4789
4397.16	5815.44	249.0892296	30.1408
4397.16	5815.44	249.1334256	27.8873
4397.16	5815.44	249.69822	32.3944
4397.16	5815.44	249.9749784	34.9296
4397.16	5815.44	250.9299168	36.1972
4397.16	5815.44	251.0908512	44.6479
4397.16	5815.44	251.1874728	39.7183
4397.16	5815.44	251.705328	46.6197
4397.16	5815.44	252.641064	48.8732
4397.16	5815.44	253.2692568	50.1408
4397.16	5815.44	255.9399144	47.1831
4397.16	5815.44	256.3160376	44.6479
4397.16	5815.44	256.3547472	42.6761
4397.16	5815.44	256.9186272	30.5634
4397.16	5815.44	257.3895432	39.8592
4397.16	5815.44	257.5203024	49.8592
4397.16	5815.44	257.635212	27.3239
4397.16	5815.44	257.8293696	34.0845
4397.16	5815.44	259.8742728	29.7183
4397.16	5815.44	260.5798848	27.0423
4397.16	5815.44	261.9578856	23.3803
4397.16	5815.44	261.9856224	21.9718
4397.16	5815.44	263.5660104	24.6479
4397.16	5815.44	264.8446464	26.0563
4397.16	5815.44	265.8078144	26.9014
4397.16	5815.44	268.0938144	26.9014
4397.16	5815.44	268.9990704	30.7042
4397.16	5815.44	269.0374752	28.7324
4397.16	5815.44	269.6354928	31.5493
4397.16	5815.44	270.9665544	30.2817
4397.16	5815.44	272.6271048	28.8732
4397.16	5815.44	273.9417072	28.4507
4397.16	5815.44	275.231316	29.2958
4397.16	5815.44	275.848536	31.1268
4397.16	5815.44	276.45204	33.662
4397.16	5815.44	277.1247336	32.6761
4397.16	5815.44	277.7998656	31.5493
4397.16	5815.44	279.7508904	31.9718
4397.16	5815.44	279.7813704	30.4225
4397.16	5815.44	280.464732	28.8732
4397.16	5815.44	280.68114	34.507
4397.16	5815.44	280.722288	32.3944
4397.16	5815.44	280.7896488	45.6338
4397.16	5815.44	281.281596	37.1831
4397.16	5815.44	281.813472	43.3803
4397.16	5815.44	281.8741272	40.2817
4397.16	5815.44	282.359064	48.8732
4397.16	5815.44	284.747172	43.662
4397.16	5815.44	285.164748	39.0141
4397.16	5815.44	287.549808	33.9437
4397.16	5815.44	289.494432	34.7887
4397.16	5815.44	290.728872	38.4507
4397.16	5815.44	291.320184	41.5493
4397.16	5815.44	292.588152	43.5211
4397.16	5815.44	293.889648	27.0423
4397.16	5815.44	294.17616	29.1549
4397.16	5815.44	294.307224	39.0141
4397.16	5815.44	294.749184	33.2394
4397.16	5815.44	296.940696	21.4085
4397.16	5815.44	297.013848	17.6056
4397.16	5815.44	297.044328	16.0563
4397.16	5815.44	298.18428	24.507
4397.16	5815.44	301.220088	19.5775
4397.16	5815.44	301.905888	18.0282
4397.16	5815.44	305.158104	18.5915
4397.16	5815.44	305.398896	22.9577
4397.16	5815.44	306.843648	15.9155
4397.16	5815.44	309.40092	18.7324
4397.16	5815.44	309.455784	15.9155
4397.16	5815.44	309.922128	25.493
4397.16	5815.44	309.946512	24.2254
4397.16	5815.44	312.320904	19.7183
4397.16	5815.44	314.878176	22.5352
4397.16	5815.44	315.951072	17.7465
4397.16	5815.44	316.966056	16.0563
4397.16	5815.44	318.267552	16.1972
4397.16	5815.44	320.212176	17.0423
4397.16	5815.44	321.528912	16.4789
4397.16	5815.44	323.174832	15.7746
4397.16	5815.44	325.786968	15.7746
4397.16	5815.44	327.73464	16.4789
4397.16	5815.44	329.069664	14.9296
4397.16	5815.44	330.380304	14.7887
4397.16	5815.44	330.422976	12.5352
4397.16	5815.44	331.642176	17.0423
4397.16	5815.44	334.275648	15.9155
4397.16	5815.44	335.90328	16.1972
4397.16	5815.44	336.77196	21.831
4397.16	5815.44	336.790248	20.9859
4397.16	5815.44	336.826824	19.1549
4397.16	5815.44	336.854256	17.7465
4397.16	5815.44	338.436168	20.2817
4397.16	5815.44	340.0638	20.5634
4397.16	5815.44	340.371648	21.5493
4397.16	5815.44	341.667048	22.1127
4397.16	5815.44	343.02036	19.7183
4397.16	5815.44	344.547408	25.0704
4397.16	5815.44	346.001304	17.6056
4397.16	5815.44	346.25124	21.4085
4397.16	5815.44	347.677704	15.3521
4397.16	5815.44	350.875056	18.7324
4397.16	5815.44	351.1128	23.3803
4397.16	5815.44	351.701064	26.6197
4397.16	5815.44	352.615464	30
4397.16	5815.44	354.279672	28.4507
4397.16	5815.44	357.867168	28.5915
4397.16	5815.44	361.808232	27.4648
4397.16	5815.44	362.753112	29.2958
4397.16	5815.44	365.090928	26.6197
4397.16	5815.44	367.072128	25.493
4397.16	5815.44	368.370576	25.9155
4397.16	5815.44	369.681216	25.6338
4397.16	5815.44	371.342376	24.2254
4397.16	5815.44	372.659112	23.662
4397.16	5815.44	373.960608	23.9437
4397.16	5815.44	374.957304	23.0986
4397.16	5815.44	377.944344	20.7042
4397.16	5815.44	380.218152	21.2676
4397.16	5815.44	380.233392	20.4225
4397.16	5815.44	383.220432	18.0282
4397.16	5815.44	385.546056	16.0563
4397.16	5815.44	385.917912	13.662
4397.16	5815.44	387.240744	12.8169
4397.16	5815.44	390.179016	12.9577
4397.16	5815.44	392.160216	11.831
4397.16	5815.44	394.458408	11.1268
4397.16	5815.44	395.229552	21.831
4397.16	5815.44	396.585912	19.2958
4397.16	5815.44	396.732216	11.831
4397.16	5815.44	397.116264	25.493
4397.16	5815.44	397.314384	15.493
4397.16	5815.44	397.341816	14.0845
4397.16	5815.44	399.85032	19.2958
4397.16	5815.44	401.654736	10.5634
4397.16	5815.44	402.264336	12.8169
4397.16	5815.44	404.593008	10.5634
4397.16	5815.44	406.885104	10.2817
