DEPT,RILD,RILM,GR,FRES,TMP
F,,,,OHMM,DEGF
272.5,4.4588,7.4634,88.056,0.14,64.936
273.0,4.397,7.2223,89.568,0.138,64.954
273.5,4.2589,6.9254,89.08,0.136,64.971
274.0,4.1039,6.6646,90.554,0.134,64.989
274.5,3.9478,6.5636,89.199,0.132,65.007
275.0,3.7915,6.3315,87.673,0.13,65.024
275.5,3.6349,5.9782,85.981,0.131,65.044
276.0,3.5164,5.6268,85.395,0.131,65.068
276.5,3.4563,5.2758,90.074,0.132,65.093
277.0,3.3962,4.9246,96.669,0.132,65.117
277.5,3.3226,4.5724,106.18,0.133,65.142
278.0,3.2127,4.2855,110.69,0.133,65.167
278.5,3.1009,4.0424,103.14,0.134,65.191
279.0,2.9876,3.932,97.494,0.134,65.216
279.5,2.8832,3.8349,94.885,0.135,65.24
280.0,2.8393,3.8005,102.16,0.135,65.265
280.5,2.8241,3.7634,107.88,0.136,65.289
281.0,2.8093,3.7248,109.89,0.136,65.314
281.5,2.7931,3.7835,105.72,0.137,65.338
282.0,2.8238,3.8084,100.31,0.137,65.363
282.5,2.8497,3.8733,104.55,0.138,65.387
283.0,2.875,3.9652,112.18,0.138,65.412
283.5,2.9006,4.0562,116.94,0.139,65.437
284.0,2.8738,4.1456,117.83,0.139,65.461
284.5,2.8423,4.1594,113.13,0.14,65.486
285.0,2.734,3.9872,105.63,0.14,65.51
285.5,2.7091,3.8185,102.48,0.141,65.535
286.0,2.7277,3.7809,101.77,0.141,65.568
286.5,2.7485,3.9101,104.42,0.142,65.602
287.0,2.7694,4.0516,103.58,0.142,65.637
287.5,2.7902,4.1804,104.71,0.143,65.671
288.0,2.8109,4.2882,110.62,0.143,65.705
288.5,2.831,4.3139,116.95,0.144,65.74
289.0,2.8301,4.3414,123.35,0.144,65.774
289.5,2.7997,4.373,129.04,0.145,65.809
290.0,2.8185,4.3584,130.08,0.146,65.843
290.5,2.8182,4.3692,119.96,0.147,65.878
291.0,2.8394,4.3289,115.71,0.148,65.912
291.5,2.8637,4.3059,117.97,0.15,65.946
292.0,2.8883,4.2885,120.25,0.154,65.981
292.5,2.9128,4.2697,118.1,0.157,66.015
293.0,2.9357,4.2861,118.28,0.16,66.05
293.5,3.0614,4.3281,121.75,0.163,66.084
294.0,3.1908,4.4695,124.31,0.167,66.119
294.5,3.3182,4.6514,126.77,0.17,66.153
295.0,3.434,4.8354,127.17,0.173,66.187
295.5,3.4525,4.9671,122.8,0.176,66.222
296.0,3.4455,5.067,115.26,0.18,66.256
296.5,3.4381,5.21,107.94,0.183,66.291
297.0,3.43,5.2217,100.71,0.186,66.325
297.5,3.4021,5.1198,95.142,0.189,66.359
298.0,3.3737,5.0407,92.049,0.193,66.394
298.5,3.3454,4.9481,93.448,0.196,66.428
299.0,3.3172,4.8559,95.068,0.199,66.463
299.5,3.2894,4.7639,95.929,0.202,66.497
300.0,3.2685,4.6719,93.304,0.206,66.532
300.5,3.349,4.5767,91.653,0.209,66.566
301.0,3.4239,4.5831,92.598,0.212,66.6
301.5,3.499,4.7008,94.689,0.215,66.635
302.0,3.5495,4.8635,100.37,0.219,66.669
302.5,3.5653,5.0275,106.46,0.222,66.703
303.0,3.5522,5.2765,112.57,0.226,66.734
303.5,3.5024,5.603,118.71,0.229,66.766
304.0,3.434,5.9431,126.75,0.233,66.797
304.5,3.3612,5.9944,122.49,0.237,66.828
305.0,3.2913,5.9363,115.29,0.241,66.86
305.5,3.2368,5.6713,112.15,0.244,66.891
306.0,3.2031,5.4241,114.62,0.249,66.922
306.5,3.1697,5.2449,117.13,0.254,66.954
307.0,3.1364,5.0663,117.48,0.259,66.985
307.5,3.1031,4.8879,112.27,0.263,67.016
308.0,3.0697,4.711,107.3,0.268,67.048
308.5,3.0348,4.4969,103.59,0.273,67.079
309.0,2.9912,4.2726,103.19,0.278,67.111
309.5,2.9474,4.0497,104.83,0.283,67.142
310.0,2.9019,3.8424,108.12,0.288,67.173
310.5,2.8227,3.7431,110.83,0.297,67.205
311.0,2.7393,3.6395,112.17,0.306,67.236
311.5,2.6808,3.5351,114.05,0.315,67.267
312.0,2.6323,3.4017,114.64,0.324,67.299
312.5,2.5834,3.3221,114.3,0.333,67.33
313.0,2.5765,3.2469,109.63,0.342,67.361
313.5,2.5864,3.2362,107.83,0.351,67.393
314.0,2.5925,3.1897,114.96,0.36,67.424
314.5,2.4617,3.1226,122.63,0.368,67.455
315.0,2.4047,2.9885,127.64,0.377,67.487
315.5,2.3482,2.8536,119.63,0.386,67.518
316.0,2.2916,2.7183,111.14,0.395,67.55
316.5,2.2405,2.622,108.24,0.404,67.581
317.0,2.1947,2.5636,108.96,0.413,67.612
317.5,2.1491,2.505,109.25,0.422,67.644
318.0,2.1039,2.4468,101.3,0.431,67.675
318.5,2.0729,2.3984,98.381,0.439,67.706
319.0,2.0952,2.3913,103.8,0.448,67.738
319.5,2.1165,2.3831,109.77,0.457,67.769
320.0,2.1377,2.3767,114.64,0.466,67.803
320.5,2.1655,2.4129,121.04,0.475,67.846
321.0,2.2111,2.448,122.93,0.484,67.89
321.5,2.2567,2.4833,122.09,0.493,67.933
322.0,2.3024,2.5193,121.18,0.502,67.977
322.5,2.3482,2.64,122.06,0.52,68.021
323.0,2.3946,2.754,109.03,0.545,68.064
323.5,2.4526,2.868,102.88,0.569,68.108
324.0,2.4929,2.9833,101.91,0.593,68.152
324.5,2.5054,3.0949,113.35,0.618,68.195
325.0,2.5287,3.2571,118.92,0.642,68.239
325.5,2.587,3.418,115.8,0.667,68.283
326.0,2.6504,3.5805,111.43,0.691,68.327
326.5,2.7322,3.7434,106.56,0.715,68.397
327.0,2.8228,3.9033,108.65,0.74,68.466
327.5,2.9136,4.0408,111.94,0.765,68.527
328.0,3.0092,4.1559,-59.036,0.79,68.556
328.5,3.0131,4.1822,-42.231,0.814,68.586
329.0,3.0132,4.0493,-22.397,0.839,68.616
329.5,3.0047,3.8842,-8.8981,0.864,68.645
330.0,2.9666,3.7233,-7.5482,0.888,68.675
330.5,2.9291,3.5847,-7.2452,0.913,68.704
331.0,2.9228,3.4806,-17.989,0.938,68.736
331.5,2.9881,3.4023,-36.808,0.963,68.781
332.0,3.0462,3.4203,-48.292,0.987,68.825
332.5,3.1041,3.4405,137.66,1.011,68.861
333.0,3.1617,3.5235,131.23,1.017,68.88
333.5,3.2189,3.7313,126.64,1.023,68.899
334.0,3.2861,3.9541,126.64,1.029,68.919
334.5,3.376,4.2304,130.98,1.036,68.938
335.0,3.467,4.4879,133.29,1.042,68.957
335.5,3.5582,4.7233,134.91,1.048,68.976
336.0,3.6496,4.9438,136.63,1.055,68.996
336.5,3.741,5.1283,138.1,1.059,69.023
337.0,3.8258,5.1424,134.8,1.044,69.066
337.5,3.9385,5.1556,126.47,0.984,69.25
338.0,3.9462,5.1692,117.24,0.924,69.478
338.5,3.9557,5.16,113.4,0.882,69.707
339.0,3.9651,5.2245,111.97,0.874,69.905
339.5,3.9744,5.4193,114.97,0.865,69.94
340.0,3.9839,5.6119,116.98,0.857,69.975
340.5,3.9934,5.5975,114.12,0.849,70.01
341.0,4.0029,5.5301,100.33,0.84,70.045
341.5,4.0123,5.4617,91.551,0.832,70.087
342.0,4.009,5.3958,100.81,0.824,70.13
342.5,3.992,5.2642,114.65,0.815,70.172
343.0,3.9752,5.1422,124.12,0.807,70.214
343.5,3.9583,5.0899,128.98,0.798,70.256
344.0,3.9414,5.0122,120.6,0.79,70.298
344.5,3.9243,4.916,118.41,0.782,70.34
345.0,3.9068,4.8179,120.69,0.773,70.382
345.5,3.9004,4.8173,123.52,0.759,70.424
346.0,3.963,4.8527,123.77,0.739,70.486
346.5,4.0599,4.8843,124.54,0.718,70.566
347.0,4.1572,5.0636,126.86,0.704,70.645
347.5,4.2627,5.2812,127.83,0.694,70.724
348.0,4.4552,5.6413,115.72,0.684,70.8
348.5,4.6605,6.0925,107.7,0.674,70.874
349.0,4.951,6.9031,107.22,0.664,70.948
349.5,5.2329,7.6936,110.59,0.654,71.022
350.0,5.4253,8.3957,105.44,0.644,71.096
350.5,5.4064,8.4238,97.252,0.634,71.161
351.0,5.336,8.0671,93.656,0.624,71.195
351.5,5.4082,7.7917,100.89,0.614,71.23
352.0,5.7253,7.9028,107.01,0.604,71.264
352.5,6.0438,8.4622,109.49,0.594,71.298
353.0,6.3617,11.741,108.14,0.584,71.333
353.5,6.6941,15.781,107.32,0.574,71.367
354.0,6.7306,19.342,106.09,0.564,71.401
354.5,6.5381,19.385,102.76,0.56,71.436
355.0,6.3508,19.365,99.905,0.556,71.47
355.5,6.1645,19.367,104.68,0.551,71.504
356.0,5.9793,19.366,109.39,0.547,71.538
356.5,5.8125,19.375,102.71,0.543,71.573
357.0,5.7114,19.375,97.869,0.538,71.607
357.5,5.6081,19.375,94.637,0.534,71.641
358.0,5.5043,19.375,103.83,0.529,71.676
358.5,5.4029,14.33,111.17,0.525,71.71
359.0,5.3568,9.7235,114.2,0.521,71.744
359.5,5.38,9.792,108.28,0.516,71.774
360.0,5.5183,9.5789,103.71,0.512,71.796
360.5,5.7062,9.5766,102.18,0.508,71.817
361.0,5.9646,10.203,101.47,0.503,71.839
361.5,6.2318,13.569,99.798,0.499,71.86
362.0,6.5019,16.873,96.86,0.495,71.882
362.5,6.6916,19.409,97.508,0.49,71.903
363.0,6.8145,19.355,100.59,0.486,71.925
363.5,6.7643,19.395,100.86,0.481,71.946
364.0,6.6186,19.366,101.06,0.477,71.968
364.5,6.4178,19.653,99.296,0.473,71.989
365.0,6.2172,19.632,97.132,0.471,72.011
365.5,6.0186,19.626,95.83,0.469,72.032
366.0,6.0341,19.55,96.095,0.467,72.054
366.5,6.0884,19.461,94.67,0.466,72.075
367.0,6.1436,19.372,91.031,0.464,72.097
367.5,6.1986,19.283,88.937,0.462,72.118
368.0,6.182,19.196,92.47,0.46,72.14
368.5,6.1516,19.168,99.614,0.458,72.16
369.0,6.133,19.388,100.95,0.457,72.178
369.5,6.1804,19.606,95.314,0.455,72.196
370.0,6.2289,19.824,91.423,0.453,72.213
370.5,6.3049,19.874,88.515,0.451,72.231
371.0,6.2864,19.875,85.803,0.449,72.249
371.5,6.2014,19.875,84.881,0.448,72.266
372.0,6.115,19.875,85.493,0.446,72.284
372.5,6.086,19.873,88.274,0.444,72.302
373.0,6.1181,19.87,89.781,0.441,72.313
373.5,6.2682,19.855,89.95,0.439,72.32
374.0,6.4194,20.252,88.134,0.436,72.327
374.5,6.5436,20.568,86.355,0.434,72.333
375.0,6.5465,20.254,85.334,0.431,72.34
375.5,6.3994,19.937,87.19,0.429,72.346
376.0,6.3201,19.945,90.569,0.427,72.353
376.5,6.261,20.028,93.569,0.424,72.36
377.0,6.2099,20.109,90.903,0.422,72.366
377.5,6.2219,19.73,86.63,0.419,72.373
378.0,6.2342,19.269,89.421,0.417,72.379
378.5,6.2466,19.086,93.072,0.415,72.386
379.0,6.2593,19.097,96.201,0.412,72.393
379.5,6.2597,19.563,91.972,0.41,72.399
380.0,6.2524,20.054,90.913,0.407,72.406
380.5,6.245,19.82,92.958,0.405,72.412
381.0,6.2375,19.51,96.452,0.403,72.419
381.5,6.1934,19.196,98.204,0.4,72.426
382.0,6.1419,19.154,98.236,0.398,72.432
382.5,6.0982,19.45,97.442,0.395,72.439
383.0,6.1328,19.669,97.674,0.393,72.445
383.5,6.1726,19.889,100.08,0.39,72.452
384.0,6.2115,20.106,102.71,0.388,72.459
384.5,6.185,19.757,99.892,0.386,72.466
385.0,6.0351,19.354,95.733,0.383,72.473
385.5,5.8906,18.965,95.763,0.381,72.48
386.0,5.7268,18.946,100.57,0.379,72.487
386.5,5.5647,18.989,103.79,0.378,72.494
387.0,5.5214,12.411,99.857,0.377,72.501
387.5,5.6113,9.4861,99.428,0.376,72.508
388.0,5.8041,9.4861,99.389,0.375,72.515
388.5,6.0673,9.8194,99.372,0.374,72.521
389.0,6.3639,19.375,99.365,0.373,72.526
389.5,6.6174,19.375,99.366,0.371,72.531
390.0,6.6474,19.375,99.366,nan,nan
390.5,6.684,19.375,99.366,nan,nan
391.0,6.6493,19.375,99.366,nan,nan
391.5,6.5518,15.395,99.366,nan,nan
392.0,6.2444,9.6528,99.366,nan,nan
392.5,7.0365,9.625,99.366,nan,nan
393.0,9.0139,9.5972,99.366,nan,nan
393.5,98.375,25.125,99.366,nan,nan
394.0,98.375,23.125,99.366,nan,nan
394.5,98.375,100.38,99.366,nan,nan
395.0,98.375,101.27,99.366,nan,nan
395.5,98.375,99.836,99.366,nan,nan
396.0,98.375,100.38,99.366,nan,nan
