DEPT,RILD,RILM,GR,SP,FRES,TMP
F,,,,,OHM-M,DEGF
232.5,1.6934,1.5899,70.891,-64.362,-0.425,62.41
233.0,1.6557,1.5518,69.381,-63.953,-0.426,62.443
233.5,1.6178,1.5338,68.464,-62.933,-0.427,62.476
234.0,1.593,1.5159,69.18,-61.945,-0.427,62.509
234.5,1.5927,1.5325,65.173,-60.957,-0.428,62.542
235.0,1.6376,1.5708,62.476,-58.659,-0.428,62.576
235.5,1.6987,1.6457,64.55,-56.1,-0.429,62.609
236.0,1.7598,1.7754,68.879,-54.641,-0.43,62.642
236.5,1.8209,1.9418,69.419,-53.579,-0.43,62.675
237.0,1.8929,2.108,67.981,-53.771,-0.431,62.708
237.5,2.0109,2.2741,67.5,-53.963,-0.431,62.741
238.0,2.1285,2.437,67.629,-53.763,-0.432,62.774
238.5,2.2461,2.6263,68.367,-52.765,-0.433,62.807
239.0,2.3637,2.8131,71.458,-53.357,-0.433,62.84
239.5,2.4813,2.9938,71.868,-54.741,-0.434,62.874
240.0,2.5989,3.1568,66.009,-56.135,-0.435,62.907
240.5,2.7148,3.3161,63.602,-56.302,-0.435,62.94
241.0,2.8212,3.4681,67.07,-56.055,-0.436,62.973
241.5,2.9274,3.6148,70.863,-55.793,-0.436,63.006
242.0,3.0335,3.738,70.794,-55.531,-0.437,63.039
242.5,3.1397,3.9006,70.252,-55.27,-0.438,63.072
243.0,3.2459,4.1939,69.701,-54.523,-0.438,63.105
243.5,3.3445,4.506,71.178,-53.557,-0.439,63.139
244.0,3.3885,4.9291,73.291,-52.785,-0.439,63.172
244.5,3.4609,5.2951,75.889,-51.986,-0.44,63.205
245.0,3.6115,5.4641,78.337,-51.801,-0.441,63.238
245.5,3.7219,5.568,77.048,-51.708,-0.441,63.271
246.0,3.8208,5.6726,73.475,-51.616,-0.442,63.304
246.5,3.9177,5.6422,70.876,-51.523,-0.443,63.337
247.0,3.9362,5.4503,70.558,-51.431,-0.443,63.37
247.5,3.9036,5.3204,70.353,-51.34,-0.444,63.404
248.0,3.8706,5.2454,67.498,-50.381,-0.444,63.437
248.5,3.8643,5.1049,67.392,-50.954,-0.445,63.47
249.0,3.8643,4.9306,69.381,-51.526,-0.446,63.503
249.5,3.8644,4.8193,69.456,-52.101,-0.446,63.536
250.0,3.8411,4.7613,67.413,-52.231,-0.447,63.569
250.5,3.7717,4.7918,65.361,-51.981,-0.447,63.602
251.0,3.7262,4.9325,63.293,-52.422,-0.448,63.635
251.5,3.7258,5.106,65.83,-52.889,-0.449,63.668
252.0,3.7258,5.2474,76.679,-51.927,-0.449,63.702
252.5,3.7258,5.2261,83.287,-50.58,-0.45,63.735
253.0,3.7162,5.1479,84.609,-49.158,-0.451,63.768
253.5,3.6955,5.0456,80.592,-47.743,-0.451,63.801
254.0,3.6747,4.9209,76.545,-46.322,-0.452,63.834
254.5,3.654,4.8717,74.777,-44.143,-0.452,63.867
255.0,3.6332,4.892,74.354,-43.132,-0.453,63.9
255.5,3.6116,4.9122,70.498,-42.162,-0.454,63.933
256.0,3.5829,4.9331,64.466,-41.191,-0.454,63.967
256.5,3.5543,4.8616,63.398,-40.292,-0.455,64.0
257.0,3.5257,4.6487,70.154,-40.708,-0.455,64.033
257.5,3.4995,4.4347,75.315,-41.124,-0.456,64.066
258.0,3.4552,4.2208,78.693,-41.086,-0.457,64.099
258.5,3.4111,4.0145,80.083,-39.864,-0.457,64.133
259.0,3.3671,3.9202,78.204,-38.391,-0.458,64.173
259.5,3.3232,3.9233,70.831,-36.921,-0.459,64.214
260.0,3.3268,4.0988,67.639,-35.451,-0.459,64.254
260.5,3.3504,4.2563,69.645,-33.982,-0.46,64.294
261.0,3.374,4.4386,69.79,-32.512,-0.46,64.335
261.5,3.3975,4.5431,68.398,-31.042,-0.461,64.375
262.0,3.421,4.5095,66.232,-29.573,-0.462,64.416
262.5,3.4445,4.4544,62.35,-28.126,-0.462,64.456
263.0,3.4681,4.3942,59.051,-28.51,-0.463,64.497
263.5,3.4916,4.4264,58.298,-28.002,-0.463,64.537
264.0,3.5151,4.4773,57.536,-27.803,-0.464,64.577
264.5,3.5387,4.5492,56.615,-29.414,-0.465,64.618
265.0,3.5622,4.6212,55.399,-30.95,-0.465,64.658
265.5,3.5857,4.7147,53.126,-32.472,-0.466,64.699
266.0,3.6092,4.8458,52.011,-33.996,-0.466,64.739
266.5,3.6486,4.9794,52.178,-35.521,-0.467,64.78
267.0,3.6931,5.0472,52.729,-36.952,-0.468,64.82
267.5,3.7376,5.1011,52.162,-37.834,-0.468,64.86
268.0,3.7795,5.1323,51.895,-38.239,-0.469,64.901
268.5,3.7285,5.1206,52.388,-38.556,-0.47,64.941
269.0,3.6764,5.1025,52.875,-38.234,-0.47,64.982
269.5,3.6205,5.0394,56.155,-37.747,-0.471,65.022
270.0,3.5568,4.9769,60.637,-37.26,-0.471,65.063
270.5,3.5135,4.8572,60.313,-36.773,-0.472,65.103
271.0,3.4841,4.6819,57.011,-36.286,-0.473,65.143
271.5,3.4548,4.5076,53.543,-35.799,-0.473,65.184
272.0,3.3852,4.2704,53.529,-35.312,-0.474,65.224
272.5,3.3067,4.0192,55.769,-34.825,-0.474,65.265
273.0,3.2282,3.7854,59.695,-34.338,-0.475,65.305
273.5,3.1496,3.599,62.568,-33.849,-0.473,65.345
274.0,3.0701,3.5248,60.954,-32.547,-0.471,65.386
274.5,3.061,3.478,56.646,-31.63,-0.469,65.426
275.0,3.0609,3.514,55.391,-32.078,-0.467,65.467
275.5,3.0609,3.5495,55.386,-32.534,-0.465,65.507
276.0,3.0609,3.5848,55.078,-32.994,-0.464,65.548
276.5,3.0609,3.6201,58.895,-32.024,-0.462,65.588
277.0,3.0609,3.6554,60.6,-31.405,-0.46,65.628
277.5,3.0642,3.6901,61.578,-30.792,-0.458,65.669
278.0,3.0816,3.734,62.512,-30.118,-0.456,65.709
278.5,3.0989,3.7671,62.47,-29.234,-0.454,65.75
279.0,3.1162,3.8074,58.982,-27.289,-0.452,65.79
279.5,3.1336,3.7633,53.474,-25.271,-0.451,65.831
280.0,3.1392,3.7172,47.978,-23.252,-0.449,65.871
280.5,3.1271,3.6716,46.274,-22.107,-0.447,65.911
281.0,3.1169,3.6157,48.151,-21.52,-0.445,65.952
281.5,3.1233,3.6249,52.653,-21.811,-0.443,65.992
282.0,3.1297,3.6329,57.076,-22.32,-0.441,66.033
282.5,3.1359,3.6411,63.859,-24.373,-0.439,66.073
283.0,3.1422,3.6057,72.31,-25.962,-0.438,66.114
283.5,3.1222,3.5583,77.413,-27.048,-0.436,66.154
284.0,3.0914,3.5108,79.137,-27.18,-0.434,66.194
284.5,3.0607,3.4635,81.475,-27.326,-0.432,66.235
285.0,3.0396,3.4252,81.242,-27.474,-0.43,66.275
285.5,3.1087,3.4749,78.567,-27.507,-0.428,66.316
286.0,3.1771,3.5234,75.399,-27.334,-0.427,66.356
286.5,3.2454,3.6707,74.674,-27.158,-0.425,66.397
287.0,3.3137,3.8376,73.279,-26.914,-0.423,66.437
287.5,3.382,4.1239,73.589,-26.25,-0.421,66.477
288.0,3.4502,4.4349,74.518,-25.6,-0.419,66.518
288.5,3.5185,4.7112,76.591,-24.953,-0.417,66.558
289.0,3.5868,4.9389,78.38,-23.898,-0.415,66.597
289.5,3.6551,4.9535,80.157,-21.748,-0.414,66.63
290.0,3.7233,4.9624,80.528,-17.586,-0.412,66.664
290.5,3.7421,4.9722,81.366,-11.665,-0.41,66.697
291.0,3.7211,4.9227,80.831,-8.0859,-0.408,66.731
291.5,3.7003,4.8655,75.291,-5.1055,-0.406,66.764
292.0,3.6796,4.9182,68.738,-2.1218,-0.404,66.798
292.5,3.691,4.964,68.966,0.14986,-0.402,66.831
293.0,3.7318,4.9787,70.081,0.47607,-0.401,66.864
293.5,3.7981,4.8777,66.515,-0.21266,-0.399,66.898
294.0,3.8648,4.7772,62.621,-1.536,-0.397,66.931
294.5,3.9317,4.6769,59.157,-2.8524,-0.395,66.965
295.0,3.9868,4.5823,58.195,-3.261,-0.393,66.998
295.5,4.0217,4.6363,54.743,-3.243,-0.391,67.032
296.0,4.0562,4.793,53.464,-2.6361,-0.389,67.065
296.5,4.0911,5.3205,58.168,-2.0103,-0.388,67.099
297.0,4.0984,5.8513,63.133,-1.1459,-0.386,67.132
297.5,3.9978,6.1737,66.167,0.14837,-0.384,67.166
298.0,3.8659,6.0802,64.494,1.4434,-0.382,67.199
298.5,3.7346,5.7559,62.035,2.7384,-0.38,67.232
299.0,3.6046,5.4307,61.361,4.0289,-0.378,67.266
299.5,3.5311,5.1042,61.772,4.3066,-0.376,67.299
300.0,3.5032,4.9143,61.818,4.0398,-0.375,67.333
300.5,3.552,4.9815,61.435,4.519,-0.373,67.366
301.0,3.6699,5.1252,60.197,4.8927,-0.371,67.4
301.5,3.7967,5.2842,59.18,5.2791,-0.369,67.433
302.0,3.9242,5.5346,58.437,5.6661,-0.367,67.467
302.5,4.0006,5.7783,59.755,6.0531,-0.365,67.5
303.0,4.1979,6.0401,59.642,6.4401,-0.363,67.533
303.5,4.3987,6.2395,59.641,6.8272,-0.362,67.567
304.0,4.656,6.4114,59.641,7.2143,-0.36,67.6
304.5,4.9107,6.5843,59.641,7.6014,-0.358,67.634
305.0,5.165,6.9105,59.641,7.8579,-0.356,67.667
305.5,5.2892,7.2349,59.641,7.9893,-0.354,67.701
306.0,5.2794,7.5597,59.641,8.1209,-0.352,67.734
306.5,5.1965,7.742,59.641,8.2526,-0.35,67.759
307.0,5.122,7.7032,59.641,8.3843,-0.349,67.781
307.5,5.0571,7.6241,59.641,8.516,-0.347,67.803
308.0,5.1016,7.6557,nan,8.6478,-0.345,67.825
308.5,5.1325,7.8629,nan,8.7795,-0.343,67.847
309.0,5.0716,8.0118,nan,8.9112,-0.341,67.868
309.5,4.9946,7.9722,nan,9.0429,-0.339,67.89
310.0,4.9187,7.7286,nan,9.1746,-0.337,67.912
310.5,4.9339,7.5227,nan,9.3063,-0.336,67.934
311.0,4.9514,7.5454,nan,9.438,-0.334,67.956
311.5,4.9695,7.5665,nan,9.5697,-0.332,67.978
312.0,4.8661,7.5352,nan,9.7015,-0.33,68.0
312.5,4.7329,7.423,nan,9.8332,-0.328,68.022
313.0,4.5993,7.2728,nan,9.9652,-0.326,68.043
313.5,4.5224,7.1255,nan,9.931,-0.324,68.065
314.0,4.5085,7.0585,nan,9.8368,-0.323,68.087
314.5,4.5008,6.9397,nan,9.7426,-0.321,68.109
315.0,4.569,6.8828,nan,9.6484,-0.319,68.131
315.5,4.663,7.0514,nan,9.5542,-0.317,68.153
316.0,4.7671,7.2699,nan,9.4601,-0.315,68.175
316.5,4.7798,7.3252,nan,9.3659,-0.313,68.197
317.0,4.6308,7.2608,nan,9.2717,-0.311,68.218
317.5,4.4808,7.1888,nan,9.1775,-0.31,68.24
318.0,4.334,7.011,nan,9.0834,-0.308,68.262
318.5,4.2196,6.7148,nan,8.9892,-0.306,68.284
319.0,4.1118,6.4054,nan,8.895,-0.305,68.306
319.5,4.0144,6.1831,nan,8.8009,-0.304,68.328
320.0,3.917,5.9657,nan,8.7067,-0.303,68.35
320.5,3.8194,5.6665,nan,8.6125,-0.302,68.372
321.0,3.7219,5.3483,nan,8.5183,-0.301,68.393
321.5,3.6245,5.0115,nan,8.4242,-0.3,68.415
322.0,3.5304,4.6742,nan,8.33,-0.299,68.437
322.5,3.4589,4.4305,nan,8.2358,-0.298,68.459
323.0,3.3895,4.2368,nan,8.1416,-0.296,68.481
323.5,3.32,4.0918,nan,8.0475,-0.295,68.503
324.0,3.2505,3.9982,nan,7.9533,-0.294,68.525
324.5,3.1798,3.8272,nan,7.8591,-0.293,68.546
325.0,3.1952,3.8133,nan,7.7649,-0.292,68.568
325.5,3.2221,3.7812,nan,7.6708,-0.291,68.59
326.0,3.2491,3.8314,nan,7.5766,-0.29,68.612
326.5,3.2761,3.9178,nan,7.4824,-0.289,68.634
327.0,3.3031,3.8934,nan,7.3882,-0.288,68.656
327.5,3.3301,3.8706,nan,7.2941,-0.287,68.678
328.0,3.3575,3.9567,nan,7.1999,-0.285,68.699
328.5,3.412,4.1829,nan,7.1057,-0.284,68.721
329.0,3.5254,4.4706,nan,7.0116,-0.283,68.743
329.5,3.6431,4.8312,nan,6.9174,-0.282,68.709
330.0,3.7619,5.195,nan,6.8232,-0.281,68.655
330.5,3.9396,5.5553,nan,6.7291,-0.28,68.6
331.0,4.1313,5.9155,nan,6.6599,-0.279,68.546
331.5,4.323,6.2757,nan,6.6129,-0.278,68.492
332.0,4.4991,6.6361,nan,6.5658,-0.277,68.575
332.5,4.6598,6.9978,nan,6.5187,-0.276,68.668
333.0,4.8205,7.0526,nan,6.4716,-0.274,68.761
333.5,4.9811,7.0256,nan,6.4245,-0.273,68.855
334.0,5.1424,7.1656,nan,6.3774,-0.272,68.948
334.5,5.3637,7.5753,nan,6.3304,-0.271,69.041
335.0,5.5955,7.8485,nan,6.2833,-0.27,69.065
335.5,5.7624,8.1186,nan,6.2362,-0.269,69.085
336.0,5.8795,8.3887,nan,6.1891,-0.268,69.104
336.5,5.9971,8.513,nan,6.142,-0.267,69.123
337.0,6.1057,8.5824,nan,6.0949,-0.266,69.143
337.5,6.206,8.6832,nan,6.0478,-0.265,69.162
338.0,6.3063,8.8471,nan,6.0008,-0.263,69.182
338.5,6.4066,8.9881,nan,5.9537,-0.262,69.201
339.0,6.5003,9.1037,nan,5.9066,-0.261,69.221
339.5,6.6173,9.2158,nan,5.8595,-0.26,69.24
340.0,6.7096,9.2583,nan,5.8124,-0.259,69.26
340.5,6.6997,9.3023,nan,5.7653,-0.258,69.251
341.0,6.7127,9.3465,nan,5.7182,-0.257,69.209
341.5,6.7542,9.3906,nan,5.6711,-0.256,69.168
342.0,6.7982,9.3358,nan,5.6241,-0.255,69.127
342.5,6.8351,9.2355,nan,5.577,-0.254,69.108
343.0,6.8477,9.1345,nan,5.5299,-0.252,69.094
343.5,6.8289,9.1491,nan,5.4828,-0.251,69.106
344.0,6.8099,9.3562,nan,5.4357,-0.251,69.172
344.5,6.8272,9.5643,nan,5.3886,-0.251,69.237
345.0,6.8582,9.6042,nan,5.3415,-0.251,69.303
345.5,6.8891,9.5727,nan,5.2945,-0.251,69.369
346.0,6.9205,9.547,nan,5.2474,-0.251,69.389
346.5,6.8899,9.6183,nan,5.2003,-0.251,69.399
347.0,6.7628,9.6029,nan,5.1532,-0.251,69.408
347.5,6.6351,9.4217,nan,5.1061,-0.251,69.417
348.0,6.507,9.2152,nan,5.0588,-0.251,69.426
348.5,6.4471,8.9412,nan,5.0279,-0.251,69.435
349.0,8.7367,8.7717,nan,5.0276,-0.251,69.445
349.5,16.251,8.3315,nan,5.0276,-0.251,69.454
350.0,102.46,20.173,nan,5.0276,-0.251,69.463
350.5,98.738,99.377,nan,5.0276,-0.251,69.472
351.0,99.03,99.377,nan,5.0276,-0.251,69.481
351.5,99.03,99.377,nan,5.0276,-0.188,69.491
352.0,99.03,99.377,nan,5.0276,-0.001,69.5
