DEPT,RILD,RILM,GR,SP,FRES,TMP
253.0,25.977,12.475,31.347,-66.638,12.824,67.707
253.5,25.907,11.444,34.44,-66.492,12.823,67.713
254.0,25.238,11.0,37.232,-66.346,12.822,67.719
254.5,26.25,11.768,39.468,-66.2,12.821,67.725
255.0,26.964,12.104,41.046,-66.054,12.82,67.731
255.5,24.534,10.539,41.722,-65.909,12.819,67.737
256.0,22.682,10.476,41.217,-65.763,12.818,67.743
256.5,24.617,12.435,42.07,-65.617,12.817,67.748
257.0,28.155,13.574,44.923,-65.471,12.816,67.754
257.5,31.218,14.079,47.267,-65.325,12.815,67.76
258.0,30.479,14.265,46.915,-65.18,12.814,67.766
258.5,31.25,15.068,44.371,-65.034,12.813,67.772
259.0,33.342,16.024,43.514,-64.891,12.811,67.778
259.5,33.984,16.971,46.431,-65.162,12.809,67.784
260.0,32.567,17.019,50.209,-65.817,12.807,67.79
260.5,35.274,15.75,52.92,-65.946,12.805,67.796
261.0,43.014,15.195,52.04,-66.096,12.803,67.802
261.5,44.918,16.482,56.473,-66.245,12.801,67.808
262.0,32.154,9.3558,62.39,-66.394,12.799,67.814
262.5,19.693,8.1863,66.248,-66.383,12.797,67.82
263.0,17.604,11.982,63.165,-66.14,12.795,67.826
263.5,23.779,15.928,57.62,-65.895,12.793,67.832
264.0,29.613,17.01,54.0,-65.651,12.791,67.838
264.5,31.897,17.212,52.26,-65.406,12.789,67.844
265.0,32.097,16.975,53.943,-65.21,12.787,67.85
265.5,31.187,16.8,55.838,-65.022,12.785,67.856
266.0,30.123,17.069,56.04,-64.827,12.784,67.862
266.5,29.644,15.995,56.983,-64.868,12.782,67.868
267.0,30.239,15.983,58.888,-64.919,12.78,67.874
267.5,30.82,15.101,60.578,-64.97,12.778,67.88
268.0,30.885,14.009,61.71,-65.022,12.776,67.886
268.5,30.762,12.925,61.061,-65.073,12.774,67.892
269.0,29.619,12.254,58.67,-65.124,12.772,67.899
269.5,27.338,11.592,57.537,-65.176,12.77,67.912
270.0,23.595,10.998,59.978,-65.227,12.768,67.925
270.5,22.719,11.69,61.397,-65.278,12.766,67.939
271.0,24.059,12.361,61.207,-65.329,12.764,67.952
271.5,26.792,13.032,60.026,-65.368,12.762,67.965
272.0,29.422,13.726,58.847,-65.312,12.76,67.979
272.5,30.055,13.664,56.62,-65.257,12.758,67.992
273.0,28.243,13.574,56.273,-65.202,12.756,68.005
273.5,26.011,13.469,55.997,-65.147,12.754,68.019
274.0,26.68,14.3,55.04,-65.092,12.752,68.032
274.5,27.959,15.256,53.875,-65.038,12.75,68.045
275.0,29.342,16.208,52.149,-64.983,12.748,68.059
275.5,30.561,16.335,51.114,-64.928,12.746,68.072
276.0,30.341,16.032,50.36,-64.873,12.744,68.085
276.5,31.094,15.735,49.644,-64.818,12.742,68.099
277.0,32.872,15.423,46.625,-64.764,12.74,68.112
277.5,33.168,14.49,45.323,-64.709,12.738,68.125
278.0,30.879,13.499,46.273,-64.654,12.733,68.139
278.5,28.574,12.65,47.875,-64.599,12.729,68.152
279.0,27.644,12.874,47.295,-64.544,12.724,68.166
279.5,26.723,13.083,45.325,-64.489,12.72,68.179
280.0,26.236,13.481,44.922,-64.435,12.716,68.193
280.5,28.286,14.087,44.512,-64.38,12.711,68.206
281.0,30.469,14.702,43.448,-64.325,12.707,68.22
281.5,32.232,14.586,44.306,-64.27,12.702,68.234
282.0,30.422,11.912,46.608,-64.215,12.698,68.247
282.5,28.065,10.493,50.234,-64.16,12.693,68.261
283.0,33.569,12.165,53.652,-64.106,12.689,68.275
283.5,34.429,10.693,56.61,-64.051,12.684,68.288
284.0,25.985,7.9594,58.106,-63.996,12.68,68.302
284.5,20.746,7.4013,59.16,-63.941,12.675,68.316
285.0,22.085,9.8267,59.798,-63.886,12.671,68.329
285.5,23.635,10.898,60.03,-63.831,12.667,68.343
286.0,22.468,7.988,53.6,-63.777,12.662,68.357
286.5,24.29,10.031,49.074,-63.722,12.658,68.37
287.0,30.752,13.172,49.049,-63.563,12.653,68.384
287.5,31.991,11.605,54.098,-63.381,12.649,68.398
288.0,23.911,8.8483,51.834,-63.198,12.641,68.411
288.5,22.464,11.18,45.424,-63.157,12.63,68.425
289.0,29.828,15.171,45.203,-63.118,12.618,68.439
289.5,36.36,16.085,47.978,-63.049,12.607,68.452
290.0,35.939,14.788,49.622,-62.979,12.595,68.466
290.5,32.437,16.117,48.162,-62.91,12.584,68.48
291.0,31.758,16.806,45.971,-62.841,12.572,68.493
291.5,31.058,16.441,45.071,-62.772,12.56,68.507
292.0,32.909,15.15,46.032,-62.7,12.549,68.521
292.5,41.151,15.901,45.854,-62.607,12.537,68.534
293.0,46.471,13.908,45.165,-62.149,12.526,68.548
293.5,35.658,9.9931,45.926,-62.539,12.514,68.562
294.0,25.836,8.0894,46.845,-62.471,12.503,68.575
294.5,24.598,9.2773,51.208,-62.392,12.491,68.589
295.0,27.252,9.301,55.623,-62.311,12.479,68.603
295.5,30.795,10.027,55.587,-62.23,12.468,68.616
296.0,34.364,10.251,53.057,-62.148,12.456,68.63
296.5,34.75,8.7791,51.035,-62.066,12.445,68.644
297.0,31.502,8.7535,50.645,-62.155,12.433,68.657
297.5,28.29,8.4488,52.388,-62.291,12.422,68.671
298.0,24.973,7.0141,57.394,-62.427,12.41,68.684
298.5,25.056,7.306,62.021,-62.562,12.398,68.698
299.0,26.606,9.2211,62.039,-62.698,12.387,68.712
299.5,24.681,8.8316,58.734,-62.834,12.375,68.725
300.0,19.501,7.9173,53.549,-62.969,12.364,68.739
300.5,20.28,11.086,48.408,-63.102,12.352,68.753
301.0,32.043,15.98,44.352,-62.938,12.337,68.766
301.5,41.177,16.799,42.998,-62.573,12.32,68.78
302.0,40.696,17.291,42.111,-62.209,12.303,68.794
302.5,41.331,18.721,44.732,-61.845,12.286,68.807
303.0,44.379,19.143,46.269,-61.482,12.269,68.821
303.5,47.849,18.867,46.456,-61.12,12.252,68.835
304.0,47.554,19.248,46.694,-60.858,12.235,68.848
304.5,42.899,20.076,46.216,-60.698,12.218,68.862
305.0,39.878,19.461,43.962,-60.537,12.201,68.876
305.5,45.778,15.549,43.339,-60.412,12.183,68.889
306.0,57.488,17.725,46.933,-60.733,12.166,68.903
306.5,51.535,14.262,52.473,-61.055,12.149,68.917
307.0,29.097,5.872,56.974,-61.376,12.132,68.93
307.5,12.105,4.2004,59.394,-61.497,12.115,68.943
308.0,9.9759,5.9955,58.006,-61.496,12.098,68.955
308.5,16.752,8.322,56.199,-61.496,12.081,68.967
309.0,22.597,9.9668,55.243,-61.495,12.064,68.979
309.5,19.415,8.7284,59.015,-61.499,12.047,68.991
310.0,14.161,6.2855,63.644,-62.273,12.029,69.002
310.5,13.749,8.3453,66.359,-62.063,12.011,69.014
311.0,19.654,11.518,64.935,-62.001,11.993,69.026
311.5,27.23,11.617,65.076,-61.926,11.975,69.038
312.0,27.442,11.7,66.847,-61.854,11.957,69.05
312.5,27.534,11.783,67.615,-61.783,11.939,69.062
313.0,27.616,11.867,67.285,-61.711,11.92,69.074
313.5,28.324,11.95,67.03,-61.639,11.902,69.086
314.0,29.186,12.031,69.314,-61.565,11.884,69.098
314.5,31.039,12.68,71.747,-61.458,11.866,69.11
315.0,35.612,14.847,72.446,-59.752,11.848,69.122
315.5,41.5,17.751,69.954,-58.034,11.83,69.133
316.0,45.497,20.666,64.137,-56.313,11.812,69.145
316.5,48.976,23.421,59.917,-54.565,11.794,69.157
317.0,50.811,24.912,56.465,-53.833,11.776,69.169
317.5,53.753,27.269,54.502,-53.272,11.757,69.181
318.0,57.309,29.895,53.026,-52.7,11.739,69.193
318.5,58.443,31.2,52.771,-53.02,11.721,69.205
319.0,59.11,31.772,54.274,-53.476,11.702,69.217
319.5,59.164,32.099,55.149,-53.577,11.684,69.229
320.0,57.57,32.339,54.517,-53.201,11.666,69.241
320.5,58.091,32.189,56.192,-52.822,11.647,69.253
321.0,55.528,31.699,58.839,-52.442,11.629,69.265
321.5,52.866,30.557,56.466,-52.076,11.611,69.276
322.0,50.72,29.411,53.179,-51.869,11.592,69.288
322.5,50.089,27.751,53.191,-51.666,11.574,69.3
323.0,47.785,25.879,56.37,-51.672,11.556,69.312
323.5,42.816,22.886,56.105,-52.216,11.537,69.324
324.0,36.044,20.0,53.652,-52.76,11.519,69.336
324.5,31.83,17.114,54.132,-53.304,11.501,69.348
325.0,28.029,14.12,56.792,-54.083,11.482,69.36
325.5,24.235,12.086,58.459,-56.107,11.464,69.372
326.0,20.649,10.098,58.71,-58.123,11.449,69.409
326.5,18.838,8.6418,58.895,-58.854,11.435,69.502
327.0,17.109,8.3206,59.379,-58.79,11.421,69.595
327.5,16.32,8.2357,56.986,-59.191,11.408,69.688
328.0,16.015,8.3986,52.298,-59.044,11.085,69.754
328.5,16.647,8.9486,52.298,-58.905,10.557,69.761
329.0,17.492,9.8423,54.811,-58.768,10.322,69.769
329.5,18.337,10.737,56.378,-58.63,10.233,69.777
330.0,19.184,10.975,53.988,-58.493,10.145,69.785
330.5,20.048,10.973,52.122,-58.356,10.104,69.793
331.0,19.444,10.97,53.256,-58.218,10.082,69.801
331.5,18.572,10.555,55.596,-57.435,10.059,69.809
332.0,17.196,10.127,57.62,-56.327,10.037,69.817
332.5,15.823,9.695,57.975,-55.616,10.014,69.825
333.0,14.451,8.9447,55.447,-56.331,9.992,69.833
333.5,13.078,8.0693,53.733,-57.894,9.969,69.84
334.0,11.71,7.1951,56.002,-58.758,9.947,69.854
334.5,10.864,6.3228,63.066,-58.841,9.924,69.869
335.0,10.143,5.7927,69.889,-58.919,9.902,69.885
335.5,9.4245,5.495,74.918,-58.998,9.879,69.9
336.0,9.3055,5.188,77.228,-59.076,9.857,69.916
336.5,9.3054,5.3468,79.18,-59.154,9.834,69.931
337.0,9.3032,5.6075,81.262,-59.234,9.812,69.947
337.5,9.7844,5.8707,84.558,-59.123,9.789,69.962
338.0,10.515,6.3446,89.664,-58.739,9.767,69.978
338.5,11.343,7.1256,95.142,-58.352,9.747,69.993
339.0,13.811,8.3372,97.948,-57.966,9.736,70.009
339.5,16.275,9.5477,93.975,-57.58,9.726,70.024
340.0,18.409,10.757,82.192,-57.202,9.715,70.04
340.5,19.875,11.874,70.445,-57.239,9.705,70.055
341.0,21.211,12.279,62.68,-57.351,9.694,70.071
341.5,20.219,12.645,61.213,-57.677,9.683,70.086
342.0,19.255,12.636,64.738,-58.006,9.673,70.102
342.5,18.289,12.049,67.59,-57.952,9.662,70.117
343.0,17.324,10.942,70.446,-57.519,9.652,70.133
343.5,16.353,9.8347,70.985,-57.078,9.641,70.148
344.0,15.092,8.7253,69.982,-57.21,9.631,70.164
344.5,13.617,7.7904,71.605,-57.362,9.62,70.179
345.0,12.461,7.3417,74.403,-57.517,9.609,70.195
345.5,12.155,6.9047,76.094,-57.533,9.599,70.211
346.0,12.744,7.8146,75.856,-57.275,9.588,70.226
346.5,13.888,8.8485,75.505,-57.017,9.578,70.242
347.0,15.035,10.271,72.405,-56.759,9.567,70.257
347.5,16.181,11.694,72.127,-56.505,9.557,70.273
348.0,17.325,12.768,71.542,-56.225,9.546,70.288
348.5,18.436,13.167,73.033,-55.961,9.535,70.304
349.0,17.574,12.1,73.007,-56.01,9.525,70.319
349.5,15.598,10.838,72.521,-56.062,9.514,70.335
350.0,13.957,9.5748,73.7,-56.115,9.504,70.35
350.5,12.916,8.313,73.766,-56.168,9.493,70.366
351.0,11.912,7.3524,71.558,-56.22,9.483,70.381
351.5,10.92,6.7391,67.582,-56.273,9.472,70.397
352.0,9.8962,6.2958,66.314,-56.326,9.461,70.412
352.5,10.016,6.6056,66.778,-56.379,9.451,70.428
353.0,10.179,6.8942,66.223,-56.431,9.44,70.443
353.5,10.344,7.0498,66.656,-56.482,9.43,70.459
354.0,10.508,6.9189,69.292,-56.007,9.419,70.474
354.5,10.676,6.7882,75.379,-55.013,9.408,70.49
355.0,10.606,6.658,80.734,-55.345,9.398,70.505
355.5,10.505,6.5278,81.356,-55.973,9.387,70.521
356.0,10.403,6.3974,76.995,-56.508,9.377,70.536
356.5,10.301,6.2658,74.242,-56.419,9.366,70.552
357.0,10.199,6.2497,73.107,-56.338,9.356,70.568
357.5,10.134,6.2496,74.812,-56.258,9.345,70.583
358.0,10.461,6.3886,77.268,-56.178,9.334,70.599
358.5,10.833,6.8038,79.954,-56.098,9.324,70.614
359.0,11.205,6.8653,79.257,-56.018,9.313,70.63
359.5,11.533,7.0435,79.155,-55.938,9.303,70.645
360.0,11.528,7.2222,79.877,-55.858,9.292,70.661
360.5,11.528,7.4013,80.608,-55.778,9.282,70.676
361.0,11.528,7.579,80.234,-55.698,9.271,70.692
361.5,11.525,7.3632,79.435,-55.618,9.26,70.707
362.0,11.279,6.9447,79.259,-55.539,9.25,70.723
362.5,10.862,6.5273,79.462,-55.473,9.239,70.739
363.0,10.43,6.1118,80.068,-54.92,9.229,70.755
363.5,10.195,5.9701,79.772,-55.382,9.218,70.771
364.0,9.9564,5.972,76.82,-55.307,9.208,70.788
364.5,9.7173,5.9721,73.559,-55.229,9.197,70.804
365.0,9.4641,5.9723,74.343,-55.151,9.186,70.82
365.5,9.8751,6.0286,78.15,-55.073,9.176,70.836
366.0,9.6038,6.4972,81.995,-54.995,9.165,70.852
366.5,10.168,6.9622,80.701,-54.917,9.155,70.868
367.0,10.712,6.9424,78.647,-54.839,9.144,70.884
367.5,10.836,6.7451,76.567,-54.761,9.134,70.9
368.0,10.58,6.5495,76.111,-54.683,9.123,70.917
368.5,10.324,6.3543,77.855,-54.605,9.112,70.933
369.0,10.068,6.2141,79.305,-54.527,9.102,70.949
369.5,9.8124,6.1368,79.071,-54.449,9.091,70.965
370.0,9.5566,6.0597,78.028,-54.371,9.081,70.981
370.5,9.301,5.9825,71.38,-54.287,9.07,70.997
371.0,9.0365,5.9053,64.66,-53.878,9.06,71.013
371.5,8.977,5.8281,63.425,-53.462,9.049,71.03
372.0,8.9218,5.7501,68.207,-53.146,9.038,71.046
372.5,8.867,5.744,75.538,-53.029,9.028,71.062
373.0,8.812,5.9331,79.666,-52.912,9.016,71.078
373.5,8.7554,6.1159,79.743,-52.795,9.004,71.094
374.0,8.8253,6.7591,76.367,-52.678,8.992,71.11
374.5,8.9124,6.6576,74.212,-52.561,8.98,71.126
375.0,8.9986,6.5073,72.449,-52.444,8.968,71.142
375.5,8.7824,6.3541,71.691,-52.327,8.956,71.159
376.0,8.4107,6.1383,73.23,-52.21,8.944,71.175
376.5,8.0401,5.8058,73.371,-52.09,8.931,71.191
377.0,7.6698,5.4724,71.476,-52.187,8.919,71.207
377.5,7.2989,5.1424,70.317,-52.313,8.907,71.223
378.0,6.9297,4.9903,71.708,-52.438,8.895,71.239
378.5,6.8696,4.8589,71.246,-52.566,8.883,71.277
379.0,6.9704,4.8609,70.541,-51.974,8.871,71.397
379.5,7.0669,4.8635,71.75,-50.575,8.859,72.114
380.0,7.3415,5.0981,73.322,-50.956,8.847,72.853
380.5,7.6408,5.495,75.017,-51.58,8.835,73.592
381.0,7.9568,5.8901,75.001,-52.088,8.823,73.96
381.5,9.1894,7.1462,77.764,-51.184,8.519,74.097
382.0,10.398,8.6121,80.709,-48.968,7.255,74.204
382.5,11.855,9.7844,84.012,-47.644,5.763,74.257
383.0,13.189,10.674,83.056,-48.548,5.508,74.286
383.5,13.195,10.988,77.04,-48.614,5.381,74.315
384.0,13.192,10.327,72.452,-48.749,5.367,74.344
384.5,12.824,9.5484,72.049,-49.284,5.352,74.373
385.0,12.13,8.7663,75.955,-51.422,5.338,74.402
385.5,11.441,8.0207,76.894,-53.007,5.323,74.431
386.0,10.62,7.3698,74.724,-52.315,5.309,74.46
386.5,10.337,6.7961,72.223,-54.475,5.294,74.489
387.0,10.04,6.8043,74.035,-55.962,5.28,74.518
387.5,9.7557,6.8046,78.172,-55.956,5.265,74.547
388.0,9.6875,7.0221,82.311,-55.956,5.251,74.576
388.5,9.881,7.315,83.912,-55.955,5.236,74.605
389.0,11.052,7.9664,84.945,-56.215,5.222,74.634
389.5,12.067,8.44,83.857,-56.749,5.207,74.663
390.0,11.771,8.307,81.236,-57.032,5.193,74.692
390.5,11.635,8.1767,77.738,-57.076,5.178,74.721
391.0,12.607,9.1336,75.947,-57.569,5.164,74.75
391.5,13.036,10.216,74.658,-57.438,5.149,74.777
392.0,13.465,11.292,70.866,-57.298,5.135,74.796
392.5,13.892,11.635,64.043,-57.161,5.12,74.816
393.0,14.321,11.301,57.316,-57.023,5.106,74.835
393.5,14.75,11.615,50.611,-56.886,5.091,74.854
394.0,14.631,11.495,46.467,-56.748,5.077,74.873
394.5,14.312,10.972,45.185,-56.61,5.068,74.892
395.0,13.995,10.451,46.685,-56.509,5.063,74.911
395.5,13.678,9.929,48.265,-56.51,5.058,74.93
396.0,13.36,9.5834,48.361,-56.51,5.054,74.949
396.5,13.045,9.582,46.572,-56.51,5.049,74.968
397.0,12.916,9.4912,46.134,-56.509,5.045,74.987
397.5,12.917,9.3364,48.589,-56.588,5.04,75.007
398.0,12.917,9.1821,51.302,-56.845,5.036,75.026
398.5,12.917,9.0278,52.159,-57.03,5.031,75.045
399.0,12.917,8.8735,50.772,-56.757,5.027,75.064
399.5,12.64,8.7191,49.96,-56.49,5.022,75.083
400.0,12.223,8.5637,51.055,-56.224,5.017,75.102
400.5,12.154,8.6076,52.557,-55.958,5.013,75.121
401.0,12.266,8.9389,52.13,-55.692,5.008,75.14
401.5,12.35,9.2721,51.185,-55.43,5.004,75.159
402.0,12.243,9.5821,51.033,-55.189,4.999,75.178
402.5,12.14,9.5834,51.022,-54.957,4.995,75.197
403.0,12.504,9.5833,48.946,-54.847,4.99,75.217
403.5,12.361,9.5831,47.086,-54.849,4.985,75.236
404.0,12.068,9.5791,49.411,-54.593,4.981,75.255
404.5,11.994,9.4525,51.881,-54.015,4.976,75.274
405.0,11.92,9.33,56.219,-53.434,4.972,75.293
405.5,11.845,9.2075,60.639,-52.852,4.967,75.312
406.0,11.696,9.085,62.904,-52.428,4.963,75.331
406.5,11.466,8.9624,58.658,-52.099,4.958,75.35
407.0,11.235,8.8399,55.042,-51.77,4.954,75.369
407.5,11.002,8.7173,56.97,-51.441,4.949,75.389
408.0,10.775,8.5949,60.225,-51.112,4.944,75.413
408.5,11.049,8.4746,56.719,-50.783,4.94,75.437
409.0,11.274,8.4723,52.217,-50.455,4.935,75.461
409.5,11.49,8.4722,50.715,-50.125,4.931,75.486
410.0,11.703,8.4725,54.237,-49.745,4.926,75.51
410.5,11.58,8.4061,59.609,-49.066,4.922,75.534
411.0,11.278,8.2457,64.908,-48.398,4.918,75.558
411.5,11.439,8.3326,66.83,-47.723,4.915,75.574
412.0,11.596,8.5385,63.007,-47.874,4.911,75.58
412.5,11.753,8.7432,60.994,-48.138,4.908,75.585
413.0,11.909,8.948,61.649,-48.402,4.905,75.59
413.5,12.066,9.1537,62.113,-48.666,4.901,75.596
414.0,12.222,9.2704,61.271,-48.929,4.898,75.601
414.5,12.379,9.1237,56.964,-49.193,4.894,75.606
415.0,12.54,8.9776,53.088,-49.457,4.891,75.612
415.5,12.384,8.832,53.132,-49.721,4.888,75.617
416.0,11.639,8.6863,56.424,-49.924,4.884,75.622
416.5,11.105,8.5407,59.699,-50.058,4.881,75.628
417.0,10.807,8.3951,58.863,-50.193,4.877,75.633
417.5,10.751,8.2494,56.438,-50.33,4.874,75.638
418.0,10.843,8.1034,57.11,-50.182,4.871,75.644
418.5,10.934,7.9574,60.793,-49.494,4.867,75.649
419.0,11.025,8.0599,65.015,-49.785,4.864,75.654
419.5,11.116,8.2631,65.878,-47.091,4.861,75.66
420.0,11.208,8.4653,68.081,-44.257,4.857,75.665
420.5,11.466,8.6673,68.251,-44.08,4.854,75.67
421.0,11.871,8.8694,67.256,-43.886,4.85,75.676
421.5,12.276,9.0715,63.692,-43.688,4.847,75.681
422.0,12.681,9.2735,63.353,-43.49,4.844,75.692
422.5,13.087,9.4752,63.352,-43.292,4.84,75.708
423.0,13.382,9.7501,63.352,-43.095,4.837,75.723
423.5,13.637,10.102,63.352,-42.895,4.833,75.738
424.0,13.892,10.456,63.352,-42.681,4.83,75.754
424.5,14.147,10.81,63.352,-43.489,4.827,75.769
425.0,14.401,11.164,63.352,-46.007,4.823,75.798
425.5,14.657,11.517,63.352,-47.291,4.82,75.836
426.0,15.198,11.872,63.352,-48.235,4.817,75.868
426.5,17.186,12.045,63.352,-49.178,4.813,75.868
427.0,19.946,11.956,63.352,-51.188,4.81,75.868
427.5,29.487,14.04,63.352,-52.19,4.81,75.868
428.0,98.737,26.523,63.352,-53.139,5.433,75.868
428.5,96.312,-9.794,63.352,-57.898,7.992,75.868
429.0,96.25,960.18,63.352,-61.395,11.138,75.868
429.5,96.25,938.75,63.352,-59.021,10.85,75.868
430.0,96.25,938.75,63.352,-50.724,nan,nan
