DEPT,RILD,RILM,GR,SP,FRES,TMP
93.5,8.9421,7.0543,64.441,45.377,6.641,59.48
94.0,9.1128,7.2304,62.496,45.091,6.639,59.48
94.5,9.2836,7.4069,64.702,44.805,6.637,59.48
95.0,9.4545,7.588,64.802,44.48,6.636,59.48
95.5,9.614,7.5563,64.259,44.007,6.634,59.48
96.0,9.7587,7.4792,63.894,43.537,6.633,59.48
96.5,9.903,7.4021,67.315,43.277,6.631,59.481
97.0,10.047,7.3857,68.992,43.201,6.63,59.481
97.5,10.192,7.6574,69.328,43.124,6.63,59.481
98.0,10.336,7.9224,70.747,43.047,6.63,59.481
98.5,10.48,8.1869,72.342,42.97,6.629,59.481
99.0,10.624,8.4513,71.492,42.861,6.629,59.481
99.5,10.768,8.7157,68.354,42.338,6.629,59.481
100.0,10.913,8.9799,66.616,41.814,6.629,59.481
100.5,11.314,9.2422,68.487,41.481,6.628,59.481
101.0,11.781,9.5977,71.706,41.248,6.628,59.482
101.5,12.248,9.9615,76.108,41.015,6.628,59.482
102.0,12.714,9.9653,77.114,40.794,6.628,59.482
102.5,13.18,9.7172,73.16,40.798,6.628,59.482
103.0,13.647,9.6797,65.762,40.798,6.627,59.482
103.5,14.162,10.046,65.226,40.798,6.627,59.482
104.0,14.814,10.41,66.283,40.799,6.627,59.482
104.5,15.466,11.127,67.014,40.809,6.627,59.482
105.0,16.118,11.819,67.826,40.218,6.627,59.482
105.5,16.77,12.51,68.071,39.568,6.626,59.482
106.0,17.422,13.207,68.768,38.918,6.626,59.483
106.5,18.073,13.714,67.005,38.264,6.626,59.483
107.0,18.414,13.65,65.943,37.946,6.626,59.483
107.5,18.251,13.562,66.386,38.164,6.626,59.483
108.0,18.152,13.474,66.165,38.277,6.625,59.483
108.5,17.442,13.079,64.181,38.277,6.625,59.483
109.0,16.563,12.411,62.22,38.277,6.625,59.483
109.5,15.687,11.742,63.269,38.228,6.625,59.483
110.0,14.634,11.061,64.882,37.916,6.625,59.483
110.5,13.402,10.638,67.907,37.61,6.624,59.484
111.0,13.302,10.423,73.277,37.304,6.624,59.484
111.5,13.188,10.526,76.083,36.998,6.624,59.484
112.0,13.197,10.63,73.833,36.692,6.624,59.484
112.5,13.253,10.506,71.328,36.387,6.624,59.484
113.0,13.307,10.265,68.885,36.081,6.623,59.484
113.5,13.361,10.025,66.951,35.77,6.623,59.484
114.0,13.417,9.9414,67.146,36.315,6.623,59.484
114.5,13.952,10.594,69.338,36.923,6.623,59.484
115.0,14.731,11.23,71.802,36.69,6.623,59.484
115.5,15.672,11.865,70.871,36.287,6.622,59.485
116.0,16.749,12.5,68.145,35.883,6.622,59.485
116.5,17.825,13.173,66.428,35.48,6.622,59.485
117.0,18.939,13.907,66.136,35.076,6.622,59.485
117.5,19.389,14.534,66.366,34.676,6.621,59.485
118.0,19.803,14.363,68.989,34.656,6.621,59.485
118.5,19.669,14.144,70.205,34.944,6.621,59.485
119.0,19.12,13.838,69.285,35.227,6.621,59.485
119.5,18.259,13.533,67.023,34.985,6.621,59.485
120.0,17.39,13.227,63.146,34.424,6.62,59.485
120.5,16.756,12.923,62.748,33.866,6.62,59.486
121.0,16.757,12.614,65.043,33.309,6.62,59.486
121.5,16.814,12.306,69.157,32.813,6.62,59.486
122.0,17.022,11.997,69.224,32.889,6.62,59.486
122.5,17.229,11.816,67.733,32.957,6.619,59.486
123.0,17.313,11.983,66.41,33.024,6.619,59.486
123.5,17.116,12.149,67.73,33.092,6.619,59.486
124.0,16.816,12.319,68.875,33.16,6.619,59.486
124.5,16.292,11.788,68.693,33.239,6.619,59.486
125.0,15.707,11.211,68.113,32.488,6.618,59.487
125.5,15.123,10.634,66.081,31.889,6.618,59.487
126.0,14.542,10.057,63.244,31.659,6.618,59.487
126.5,14.261,9.5642,61.937,31.433,6.618,59.487
127.0,13.977,9.7034,63.516,31.207,6.618,59.487
127.5,14.264,9.8428,68.42,30.981,6.617,59.487
128.0,14.785,10.428,72.657,30.75,6.617,59.487
128.5,15.305,11.005,73.263,30.714,6.617,59.487
129.0,15.825,11.454,69.417,30.714,6.617,59.487
129.5,16.334,11.905,66.599,30.714,6.617,59.487
130.0,16.819,12.329,65.897,30.714,6.616,59.488
130.5,17.304,12.45,68.569,30.715,6.616,59.488
131.0,17.789,12.565,73.445,30.661,6.616,59.488
131.5,18.295,12.681,77.784,30.514,6.616,59.488
132.0,18.874,12.795,79.775,30.367,6.615,59.488
132.5,19.219,12.983,79.527,30.22,6.615,59.488
133.0,19.525,13.37,79.229,30.073,6.615,59.488
133.5,19.83,13.757,80.987,29.926,6.615,59.488
134.0,20.136,14.144,83.195,29.874,6.615,59.488
134.5,20.507,14.53,79.995,29.874,6.614,59.489
135.0,21.061,14.915,76.965,29.866,6.614,59.489
135.5,21.722,15.198,75.738,29.409,6.614,59.489
136.0,22.682,15.387,75.134,28.939,6.614,59.489
136.5,24.145,15.582,73.531,28.468,6.614,59.489
137.0,26.12,16.334,70.2,27.998,6.613,59.489
137.5,28.416,17.477,66.531,27.526,6.613,59.489
138.0,30.923,18.672,66.377,27.054,6.613,59.489
138.5,34.083,21.818,67.305,27.097,6.613,59.489
139.0,36.738,26.031,65.936,27.323,6.613,59.489
139.5,39.388,30.901,61.624,27.584,6.612,59.49
140.0,42.043,37.059,54.193,27.774,6.612,59.49
140.5,44.299,39.053,52.987,27.774,6.612,59.49
141.0,46.008,40.953,55.336,27.774,6.612,59.49
141.5,47.707,43.998,57.839,27.629,6.612,59.49
142.0,49.2,47.253,57.565,26.946,6.611,59.49
142.5,50.443,50.821,57.706,26.405,6.611,59.49
143.0,51.227,54.257,62.664,26.103,6.611,59.49
143.5,51.489,57.713,68.161,25.811,6.611,59.49
144.0,51.746,58.699,70.501,26.394,6.611,59.49
144.5,52.213,60.25,67.805,26.318,6.61,59.491
145.0,53.253,62.331,62.518,26.103,6.61,59.491
145.5,54.63,64.419,61.101,25.888,6.61,59.491
146.0,56.453,64.875,62.361,25.672,6.61,59.491
146.5,59.13,65.537,62.764,25.456,6.61,59.491
147.0,63.675,68.961,60.0,25.246,6.609,59.491
147.5,67.058,71.26,58.89,24.993,6.609,59.491
148.0,66.916,75.181,62.723,24.746,6.609,59.491
148.5,61.86,75.825,66.786,24.5,6.609,59.491
149.0,52.977,72.805,67.101,24.253,6.608,59.492
149.5,47.182,66.992,67.314,24.006,6.608,59.492
150.0,43.593,65.654,67.171,23.76,6.608,59.492
150.5,42.681,65.419,66.301,23.513,6.608,59.492
151.0,42.325,67.142,66.429,23.266,6.608,59.492
151.5,44.698,65.518,67.806,22.871,6.607,59.492
152.0,47.377,61.266,67.926,22.33,6.607,59.492
152.5,50.11,59.184,64.452,22.616,6.607,59.492
153.0,53.078,59.494,61.353,22.941,6.607,59.492
153.5,54.154,58.699,62.405,23.268,6.607,59.492
154.0,54.851,55.271,64.909,23.596,6.606,59.493
154.5,55.08,51.113,65.976,24.331,6.606,59.493
155.0,54.639,47.139,66.588,24.202,6.606,59.493
155.5,53.765,44.199,67.948,23.959,6.606,59.493
156.0,52.427,42.117,70.015,23.716,6.606,59.493
156.5,50.472,40.665,71.216,23.734,6.605,59.493
157.0,49.33,39.788,72.181,23.907,6.605,59.493
157.5,48.752,38.91,69.352,23.656,6.605,59.493
158.0,47.715,38.101,65.908,23.404,6.605,59.493
158.5,46.584,38.365,66.306,23.166,6.605,59.494
159.0,45.273,38.634,67.988,23.639,6.604,59.494
159.5,45.512,38.96,67.47,23.993,6.604,59.494
160.0,46.513,39.751,65.312,23.992,6.604,59.494
160.5,48.786,40.311,65.718,23.992,6.604,59.494
161.0,51.011,40.308,66.743,23.992,6.604,59.494
161.5,51.433,40.86,65.016,23.992,6.603,59.494
162.0,51.583,42.097,61.377,23.989,6.603,59.493
162.5,51.424,44.446,58.196,23.499,6.603,59.493
163.0,52.271,46.75,56.921,23.182,6.603,59.493
163.5,53.524,49.048,55.593,23.271,6.602,59.492
164.0,54.818,51.192,55.211,23.361,6.602,59.492
164.5,56.109,53.137,57.324,23.452,6.602,59.492
165.0,57.399,54.631,57.138,23.541,6.602,59.491
165.5,58.67,55.221,56.722,23.331,6.602,59.491
166.0,61.018,57.062,56.248,22.966,6.601,59.491
166.5,64.218,60.265,55.606,22.601,6.601,59.49
167.0,69.3,63.526,57.674,22.213,6.601,59.49
167.5,74.475,68.005,59.312,21.654,6.601,59.49
168.0,74.306,72.944,63.949,21.105,6.601,59.489
168.5,69.9,78.917,66.9,20.611,6.6,59.489
169.0,63.074,81.802,68.12,20.528,6.6,59.489
169.5,58.013,81.02,63.126,20.438,6.6,59.488
170.0,57.604,89.66,60.522,20.348,6.6,59.488
170.5,60.063,112.14,64.664,20.258,6.6,59.488
171.0,62.445,101.0,71.227,20.182,6.599,59.487
171.5,63.945,89.382,74.545,20.121,6.599,59.487
172.0,64.635,80.886,71.481,20.061,6.599,59.487
172.5,65.33,81.901,69.01,20.0,6.599,59.486
173.0,65.789,86.178,70.092,19.939,6.599,59.486
173.5,64.453,92.34,73.554,19.879,6.598,59.486
174.0,62.984,96.253,76.388,19.819,6.598,59.485
174.5,63.158,95.769,76.599,19.79,6.598,59.485
175.0,63.817,96.675,73.688,19.79,6.598,59.485
175.5,65.246,94.629,72.027,19.792,6.598,59.484
176.0,67.565,94.184,71.68,19.654,6.597,59.484
176.5,70.544,98.159,70.968,19.248,6.597,59.484
177.0,73.581,105.41,70.002,18.841,6.597,59.483
177.5,73.278,109.28,69.438,18.434,6.597,59.483
178.0,68.626,107.11,69.841,18.12,6.597,59.483
178.5,60.594,104.79,72.219,18.211,6.596,59.482
179.0,53.445,101.47,73.336,18.297,6.596,59.482
179.5,49.745,94.858,72.398,18.382,6.596,59.482
180.0,46.961,85.372,68.989,18.467,6.593,59.472
180.5,45.564,76.069,67.109,18.593,6.594,59.473
181.0,44.369,66.836,65.34,18.836,6.595,59.474
181.5,42.248,58.741,65.95,19.079,6.596,59.475
182.0,39.682,51.846,67.815,19.323,6.597,59.476
182.5,36.934,44.901,69.868,19.789,6.598,59.478
183.0,34.19,37.997,69.27,20.315,6.599,59.479
183.5,31.446,31.084,68.263,20.844,6.6,59.48
184.0,28.702,24.511,69.233,21.609,6.601,59.481
184.5,25.956,19.674,72.758,22.544,6.602,59.482
185.0,23.219,16.264,74.017,23.477,6.603,59.483
185.5,21.096,13.733,73.034,24.392,6.604,59.484
186.0,18.802,12.802,69.632,24.302,6.606,59.486
186.5,18.888,11.875,66.682,24.194,6.607,59.487
187.0,18.72,11.742,67.288,24.086,6.608,59.488
187.5,19.082,12.173,67.894,23.977,6.609,59.489
188.0,19.557,13.714,70.296,23.868,6.61,59.49
188.5,20.453,16.042,71.402,23.759,6.611,59.491
189.0,21.317,18.044,72.451,23.649,6.611,59.492
189.5,22.173,19.397,71.406,23.709,6.611,59.494
190.0,23.521,20.753,69.409,24.236,6.611,59.495
190.5,24.931,22.057,66.538,24.762,6.611,59.496
191.0,26.34,23.225,63.387,25.265,6.611,59.497
191.5,27.765,24.323,61.7,25.7,6.611,59.498
192.0,29.258,24.88,61.943,26.084,6.611,59.499
192.5,30.755,26.554,62.156,25.875,6.611,59.501
193.0,32.28,28.871,60.892,25.672,6.611,59.502
193.5,33.511,29.331,60.342,25.469,6.611,59.503
194.0,33.656,29.772,59.223,25.263,6.611,59.504
194.5,33.578,31.721,57.112,26.087,6.611,59.505
195.0,32.922,33.845,54.951,25.896,6.611,59.506
195.5,32.286,34.764,53.307,25.719,6.611,59.507
196.0,32.426,35.46,49.266,25.407,6.611,59.508
196.5,33.038,36.207,45.033,25.042,6.611,59.509
197.0,34.988,39.83,43.676,24.679,6.611,59.509
197.5,38.028,43.582,45.971,24.224,6.611,59.51
198.0,40.822,47.56,47.283,23.514,6.611,59.51
198.5,41.558,50.029,46.068,22.805,6.611,59.511
199.0,41.035,50.473,42.471,22.096,6.612,59.511
199.5,40.538,48.56,41.123,21.387,6.613,59.512
200.0,40.046,49.263,42.774,20.657,6.614,59.512
200.5,40.445,52.445,47.61,21.212,6.614,59.513
201.0,40.87,54.708,50.031,20.892,6.615,59.513
201.5,41.258,53.597,50.262,19.914,6.616,59.514
202.0,41.103,50.511,48.556,19.438,6.617,59.514
202.5,40.581,47.075,46.066,19.031,6.618,59.515
203.0,40.799,47.754,45.453,18.622,6.618,59.515
203.5,41.841,50.378,46.123,18.215,6.619,59.516
204.0,41.967,51.372,45.336,19.133,6.62,59.516
204.5,41.968,49.456,43.65,19.032,6.621,59.517
205.0,41.971,49.515,46.582,18.595,6.621,59.517
205.5,41.624,49.949,51.251,19.202,6.622,59.518
206.0,40.24,51.852,55.369,20.065,6.623,59.518
206.5,38.284,52.111,55.5,20.136,6.624,59.519
207.0,36.713,50.615,51.016,20.044,6.625,59.519
207.5,35.808,48.916,46.119,19.951,6.625,59.52
208.0,35.581,48.009,43.132,19.858,6.626,59.52
208.5,35.376,46.181,44.374,19.79,6.627,59.521
209.0,33.521,39.411,47.082,19.79,6.628,59.521
209.5,31.252,31.844,51.241,19.79,6.629,59.522
210.0,28.905,26.655,56.948,19.79,6.629,59.522
210.5,26.66,22.26,60.49,19.79,6.63,59.523
211.0,24.488,19.465,60.186,19.79,6.628,59.523
211.5,22.307,17.314,57.24,19.79,6.626,59.524
212.0,20.818,16.167,54.294,19.79,6.624,59.524
212.5,19.627,15.65,50.953,19.79,6.622,59.525
213.0,18.963,15.516,47.159,19.788,6.62,59.525
213.5,18.3,15.806,46.823,19.943,6.618,59.526
214.0,17.61,15.696,51.334,20.528,6.616,59.525
214.5,16.721,15.306,53.806,21.113,6.614,59.525
215.0,15.789,14.514,53.942,21.695,6.612,59.524
215.5,14.856,13.285,53.599,21.742,6.61,59.523
216.0,13.948,12.05,53.168,21.511,6.608,59.523
216.5,12.624,10.815,52.432,21.282,6.606,59.522
217.0,11.472,9.585,55.995,21.053,6.604,59.521
217.5,10.575,8.6103,58.81,20.825,6.602,59.521
218.0,9.6766,7.8777,57.629,20.597,6.6,59.52
218.5,8.7782,7.1558,55.627,20.368,6.598,59.519
219.0,7.8786,6.4942,55.537,20.14,6.596,59.518
219.5,7.0653,5.9556,54.278,19.911,6.594,59.518
220.0,6.3526,5.4196,49.412,19.956,6.598,59.517
220.5,6.2326,5.4026,45.484,20.303,6.643,59.558
221.0,6.2324,5.4018,48.87,20.619,6.709,59.606
221.5,6.2324,5.4033,54.889,20.315,6.8,59.731
222.0,6.2327,5.4883,58.881,20.02,6.891,59.884
222.5,6.4704,5.5744,58.576,19.723,6.947,60.037
223.0,6.8296,5.6597,59.444,19.412,6.98,60.189
223.5,7.1881,6.028,64.138,20.088,6.976,60.271
224.0,7.5516,6.4663,67.209,21.019,6.969,60.331
224.5,7.9807,6.8972,67.997,21.131,6.963,60.326
225.0,8.4357,7.3127,67.348,21.22,6.956,60.322
225.5,8.8901,7.7869,68.3,21.307,6.95,60.317
226.0,9.3442,8.4241,67.523,21.395,6.958,60.317
226.5,9.9305,8.9115,65.698,21.458,7.008,60.373
227.0,10.272,9.2701,64.35,21.343,7.058,60.444
227.5,9.927,8.5014,63.27,21.231,7.108,60.523
228.0,9.5799,8.0888,61.864,21.119,7.158,60.602
228.5,9.2336,7.6721,61.394,20.848,7.207,60.681
229.0,8.8867,7.2452,64.848,20.345,7.257,60.761
229.5,8.5393,6.5574,65.587,19.841,7.307,60.84
230.0,8.5739,6.77,61.876,19.379,7.334,60.919
230.5,8.7486,6.9803,58.588,19.594,7.355,60.971
231.0,8.9233,7.1861,59.654,19.804,7.376,61.003
231.5,9.4462,7.5962,62.82,20.014,7.388,61.036
232.0,10.276,8.5675,64.628,20.208,7.377,61.069
232.5,11.097,9.6378,64.018,20.168,7.366,61.06
233.0,12.447,10.99,64.405,20.129,7.356,61.049
233.5,13.861,12.345,64.476,20.089,7.345,61.038
234.0,15.341,13.737,66.795,20.05,7.334,61.027
234.5,16.978,15.166,69.774,20.011,7.323,61.016
235.0,17.576,16.12,73.022,19.971,7.312,61.004
235.5,18.161,16.537,74.737,19.932,7.302,60.993
236.0,18.746,17.004,73.856,19.892,7.291,60.982
236.5,19.397,17.521,74.51,19.853,7.28,60.971
237.0,20.521,18.044,75.006,19.814,7.269,60.963
237.5,21.519,19.055,70.898,19.638,7.258,60.956
238.0,22.288,19.667,67.791,19.261,7.248,60.949
238.5,22.06,19.254,63.413,18.882,7.237,60.942
239.0,21.454,18.837,63.854,18.504,7.226,60.935
239.5,20.801,18.105,66.732,18.126,7.215,60.928
240.0,19.607,17.214,66.655,17.747,7.205,60.921
240.5,19.358,16.319,64.544,17.368,7.202,60.914
241.0,19.485,15.844,57.623,17.294,7.2,60.907
241.5,19.312,15.422,56.068,17.332,7.198,60.901
242.0,18.982,15.524,58.61,17.368,7.195,60.896
242.5,18.567,15.698,61.297,17.404,7.193,60.903
243.0,17.519,15.87,61.695,17.44,7.19,60.911
243.5,16.62,15.523,59.908,17.477,7.188,60.918
244.0,16.101,14.918,56.691,17.513,7.186,60.925
244.5,15.159,13.212,53.535,17.549,7.183,60.932
245.0,14.004,12.019,53.495,17.585,7.181,60.939
245.5,12.849,10.777,57.414,17.622,7.178,60.946
246.0,11.751,9.6776,60.744,17.658,7.176,60.954
246.5,10.979,8.7565,62.962,17.67,7.174,60.962
247.0,10.347,7.8936,63.044,17.511,7.171,60.971
247.5,10.15,7.7515,63.295,17.353,7.169,60.983
248.0,9.9523,7.6177,62.701,17.195,7.166,60.994
