DEPT,RILM,RILD,GR,SP,FRES,TMP
F,,,,,OHMM,DEGF
277.5,1.6749,1.9894,54.211,54.973,4.013,63.804
278.0,1.6873,1.9771,55.902,54.821,3.971,63.818
278.5,1.6997,1.9649,55.606,54.353,3.929,63.833
279.0,1.7121,1.9526,56.334,53.656,3.887,63.847
279.5,1.7245,1.9404,56.833,52.994,3.856,63.861
280.0,1.7369,1.9281,57.534,52.431,3.83,63.874
280.5,1.7493,1.9158,56.583,51.875,3.804,63.888
281.0,1.7617,1.9036,52.554,51.318,3.778,63.901
281.5,1.7741,1.8913,48.514,50.747,3.752,63.915
282.0,1.7865,1.8791,46.717,50.041,3.726,63.928
282.5,1.7989,1.8749,46.682,49.345,3.7,63.942
283.0,1.8113,1.875,48.004,48.648,3.674,63.955
283.5,1.8237,1.875,48.023,47.948,3.648,63.968
284.0,1.8361,1.875,48.053,47.847,3.623,63.982
284.5,1.8485,1.875,50.287,48.775,3.597,63.995
285.0,1.861,1.875,52.219,49.935,3.571,64.009
285.5,1.8735,1.875,52.544,51.101,3.551,64.022
286.0,1.875,1.875,51.446,51.849,3.538,64.036
286.5,1.875,1.875,50.45,51.262,3.526,64.049
287.0,1.875,1.875,50.005,50.673,3.514,64.063
287.5,1.875,1.875,51.886,50.646,3.502,64.076
288.0,1.875,1.875,53.508,52.929,3.489,64.089
288.5,1.875,1.875,53.533,54.233,3.477,64.103
289.0,1.875,1.875,51.445,52.297,3.465,64.116
289.5,1.875,1.875,49.336,51.132,3.452,64.13
290.0,1.875,1.8751,48.745,51.05,3.44,64.143
290.5,1.875,1.8766,46.568,49.287,3.428,64.157
291.0,1.875,1.7816,45.375,48.729,3.415,64.17
291.5,1.875,1.6739,47.922,50.198,3.403,64.184
292.0,1.875,1.5662,51.179,52.114,3.391,64.197
292.5,1.875,1.4614,53.285,52.686,3.378,64.21
293.0,1.8676,1.5105,54.843,53.241,3.366,64.224
293.5,1.8575,1.5625,57.187,56.244,3.354,64.237
294.0,1.8474,1.6146,60.919,59.765,3.342,64.251
294.5,1.8372,1.6667,65.22,62.878,3.329,64.264
295.0,1.8271,1.7188,67.997,64.686,3.317,64.278
295.5,1.817,1.7708,65.846,64.054,3.305,64.291
296.0,1.8069,1.8228,63.545,58.158,3.292,64.305
296.5,1.7968,1.8734,64.473,52.902,3.28,64.318
297.0,1.7867,1.8416,67.724,51.881,3.268,64.331
297.5,1.7766,1.8083,67.796,51.406,3.26,64.345
298.0,1.7665,1.775,64.479,49.32,3.252,64.358
298.5,1.7563,1.7417,61.742,47.233,3.244,64.372
299.0,1.7462,1.7083,59.953,45.63,3.236,64.385
299.5,1.7361,1.675,58.982,45.298,3.228,64.399
300.0,1.726,1.6417,57.011,46.165,3.22,64.42
300.5,1.7159,1.6083,55.469,46.922,3.212,64.443
301.0,1.7058,1.575,53.451,45.926,3.204,64.467
301.5,1.6957,1.5417,51.753,44.202,3.196,64.49
302.0,1.6855,1.5083,51.926,43.895,3.188,64.513
302.5,1.6754,1.475,54.431,43.899,3.18,64.537
303.0,1.6653,1.4417,56.208,43.899,3.172,64.56
303.5,1.6552,1.4083,56.524,43.898,3.164,64.584
304.0,1.6451,1.375,56.037,44.204,3.156,64.607
304.5,1.635,1.3414,54.712,44.623,3.148,64.631
305.0,1.6249,1.3278,52.746,45.173,3.14,64.654
305.5,1.6147,1.3525,52.218,46.601,3.132,64.678
306.0,1.6046,1.3773,52.397,48.308,3.124,64.701
306.5,1.5972,1.4021,50.048,50.408,3.116,64.724
307.0,1.5972,1.4269,49.024,52.617,3.108,64.748
307.5,1.5972,1.4517,51.243,53.367,3.1,64.771
308.0,1.5972,1.4765,55.088,52.024,3.092,64.795
308.5,1.5972,1.5013,57.198,50.656,3.084,64.818
309.0,1.5972,1.5261,57.076,51.083,3.076,64.842
309.5,1.5972,1.5509,54.949,51.826,3.068,64.865
310.0,1.5972,1.5757,54.659,51.491,3.06,64.888
310.5,1.5972,1.6015,54.344,51.156,3.052,64.912
311.0,1.5972,1.6337,54.429,51.461,3.044,64.935
311.5,1.5972,1.666,54.986,52.67,3.036,64.959
312.0,1.5972,1.6982,56.077,53.841,3.028,64.982
312.5,1.5972,1.7304,58.885,55.015,3.02,65.006
313.0,1.5972,1.7626,60.391,54.889,3.012,65.029
313.5,1.5972,1.7948,59.767,54.287,3.004,65.053
314.0,1.5972,1.827,56.201,53.69,2.996,65.076
314.5,1.5972,1.8592,55.533,53.121,2.988,65.099
315.0,1.5972,1.8915,56.39,54.247,2.98,65.123
315.5,1.5972,1.9237,59.075,56.886,2.972,65.146
316.0,1.598,1.9559,63.062,59.885,2.964,65.17
316.5,1.7796,1.9881,67.28,61.686,2.956,65.193
317.0,1.9748,2.0392,68.332,62.849,2.948,65.217
317.5,2.1701,2.1872,67.717,64.146,2.94,65.24
318.0,2.3655,2.3322,69.495,64.794,2.932,65.263
318.5,2.5608,2.4769,71.246,65.208,2.924,65.287
319.0,2.7561,2.6215,70.699,65.731,2.916,65.31
319.5,2.9514,2.7662,70.392,66.309,2.908,65.334
320.0,3.1472,2.9109,71.56,67.279,2.9,65.357
320.5,3.2759,3.0556,73.16,67.849,2.892,65.381
321.0,3.3094,3.2003,74.54,67.855,2.884,65.404
321.5,3.342,3.3444,74.207,67.841,2.876,65.428
322.0,3.3745,3.4031,72.75,67.137,2.868,65.451
322.5,3.3894,3.4028,67.453,66.677,2.86,65.474
323.0,3.2742,3.4028,62.282,65.588,2.852,65.498
323.5,3.1604,3.3645,59.769,63.193,2.844,65.521
324.0,3.0467,3.3071,63.205,59.47,2.836,65.545
324.5,2.9331,3.1795,66.322,58.085,2.828,65.568
325.0,2.8194,2.8598,65.703,56.708,2.82,65.592
325.5,2.7058,2.6286,64.84,56.008,2.812,65.615
326.0,2.5909,2.4802,64.612,55.806,2.804,65.638
326.5,2.411,2.3313,62.318,54.765,2.796,65.662
327.0,2.2125,2.1826,57.078,53.718,2.788,65.685
327.5,2.0177,2.0339,50.693,52.669,2.78,65.709
328.0,2.014,1.8805,52.202,52.104,2.772,65.732
328.5,2.0138,1.9637,55.209,51.607,2.764,65.756
329.0,2.0128,1.9973,54.069,51.155,2.756,65.779
329.5,1.9794,1.9633,52.369,51.484,2.748,65.803
330.0,1.9471,1.9288,52.015,51.817,2.74,65.826
330.5,1.9148,1.8943,52.136,52.647,2.732,65.849
331.0,1.8825,1.8598,54.276,53.902,2.724,65.873
331.5,1.8502,1.8253,59.623,55.174,2.716,65.898
332.0,1.8179,1.7908,65.382,54.851,2.708,65.923
332.5,1.7856,1.7563,65.116,55.018,2.7,65.949
333.0,1.7533,1.7219,63.718,56.294,2.692,65.975
333.5,1.721,1.6874,65.723,58.11,2.684,66.0
334.0,1.6887,1.6529,69.644,58.955,2.676,66.026
334.5,1.6564,1.6184,70.622,58.967,2.668,66.052
335.0,1.6241,1.5839,69.094,57.423,2.66,66.077
335.5,1.5918,1.5494,66.572,56.325,2.652,66.103
336.0,1.5595,1.5149,65.876,56.99,2.644,66.129
336.5,1.5272,1.4804,66.938,57.656,2.636,66.154
337.0,1.4949,1.4459,67.41,57.244,2.628,66.18
337.5,1.4617,1.4114,66.8,56.446,2.62,66.206
338.0,1.4897,1.3769,65.442,56.178,2.612,66.231
338.5,1.5258,1.3422,64.581,56.819,2.604,66.257
339.0,1.5619,1.3317,66.645,58.095,2.596,66.283
339.5,1.598,1.3679,69.927,59.895,2.588,66.308
340.0,1.6342,1.4044,68.992,62.68,2.58,66.334
340.5,1.6703,1.4409,63.154,63.785,2.572,66.36
341.0,1.7064,1.4773,60.149,62.022,2.564,66.385
341.5,1.7425,1.5137,60.618,59.783,2.556,66.411
342.0,1.7787,1.5501,63.12,58.983,2.548,66.437
342.5,1.8148,1.5865,63.909,60.125,2.54,66.462
343.0,1.8509,1.623,61.234,61.265,2.532,66.488
343.5,1.887,1.6594,55.947,60.779,2.524,66.514
344.0,1.9232,1.6958,54.147,59.922,2.516,66.539
344.5,1.9593,1.7322,54.148,59.776,2.508,66.565
345.0,1.9954,1.7686,54.15,60.106,2.5,66.591
345.5,2.0316,1.8051,54.15,60.586,2.492,66.616
346.0,2.0677,1.8415,54.15,58.993,2.484,66.642
346.5,2.1038,1.8779,54.15,57.826,2.48,66.668
347.0,2.1399,1.9143,54.15,57.288,2.483,66.693
347.5,2.1761,1.9508,54.15,57.272,2.487,66.719
348.0,2.2122,1.9872,54.15,57.278,2.613,66.745
348.5,2.2483,2.0277,54.15,56.611,3.753,66.77
349.0,2.2845,2.0799,54.15,54.091,4.893,66.792
349.5,2.3749,2.1318,54.15,51.554,6.034,66.812
350.0,2.4302,2.1529,54.15,51.56,nan,nan
350.5,2.4306,2.1528,54.15,49.957,nan,nan
351.0,2.4306,2.1528,54.15,47.211,nan,nan
351.5,2.4306,2.1528,54.15,45.106,nan,nan
352.0,2.4306,2.1528,54.15,44.461,nan,nan
