DEPT,RILD,RILM,GR,SP,FRES,TMP
93.5,2.0402,2.1474,54.411,-68.873,0.871,61.279
94.0,2.0821,2.1596,53.652,-68.995,0.846,61.28
94.5,2.1237,2.2054,54.375,-69.116,0.821,61.281
95.0,2.1514,2.2504,58.11,-69.021,0.801,61.282
95.5,2.179,2.2834,58.901,-68.775,0.8,61.283
96.0,2.2249,2.2996,59.421,-68.534,0.799,61.284
96.5,2.2285,2.2981,58.521,-68.303,0.798,61.285
97.0,2.2197,2.2874,59.595,-68.064,0.797,61.287
97.5,2.211,2.2768,60.929,-68.229,0.796,61.284
98.0,2.2027,2.2662,62.869,-68.414,0.796,61.279
98.5,2.1947,2.2556,64.7,-68.599,0.795,61.275
99.0,2.1866,2.245,64.158,-68.784,0.794,61.27
99.5,2.1786,2.2344,60.169,-68.969,0.793,61.265
100.0,2.1706,2.2238,57.631,-69.159,0.792,61.26
100.5,2.1556,2.2132,57.093,-68.971,0.791,61.256
101.0,2.1304,2.206,56.753,-68.762,0.79,61.251
101.5,2.1052,2.2026,56.061,-68.676,0.789,61.246
102.0,2.0801,2.1992,55.998,-68.922,0.788,61.241
102.5,2.056,2.1962,56.625,-69.168,0.777,61.252
103.0,2.0275,2.1715,59.732,-69.414,0.756,61.264
103.5,1.9891,2.1057,61.427,-69.659,0.735,61.276
104.0,1.9503,2.0397,62.333,-69.905,0.713,61.288
104.5,1.878,1.9737,61.351,-70.15,0.692,61.3
105.0,1.8122,1.9077,61.101,-70.277,0.593,61.312
105.5,1.757,1.8353,62.04,-70.278,0.487,61.324
106.0,1.704,1.7444,60.455,-70.278,0.382,61.336
106.5,1.6562,1.6688,56.983,-70.278,0.335,61.348
107.0,1.6084,1.6341,52.939,-70.278,0.326,61.36
107.5,1.5646,1.5994,49.567,-70.258,0.317,61.372
108.0,1.5525,1.5668,53.39,-70.115,0.308,61.385
108.5,1.5398,1.5607,57.977,-69.973,0.298,61.397
109.0,1.5272,1.5549,61.742,-69.832,0.289,61.409
109.5,1.5145,1.5491,59.445,-69.69,0.28,61.421
110.0,1.5075,1.5433,53.479,-69.549,0.276,61.438
110.5,1.5025,1.5365,51.267,-69.407,0.277,61.459
111.0,1.4974,1.5272,53.404,-69.265,0.279,61.48
111.5,1.4918,1.5179,55.338,-69.182,0.28,61.5
112.0,1.486,1.5085,55.031,-69.234,0.282,61.504
112.5,1.4799,1.4992,53.146,-69.286,0.283,61.507
113.0,1.4736,1.4899,52.353,-69.339,0.285,61.511
113.5,1.4672,1.4805,54.233,-69.391,0.286,61.514
114.0,1.4609,1.471,59.167,-69.443,0.288,61.518
114.5,1.4546,1.4653,64.417,-69.495,0.289,61.521
115.0,1.4486,1.4601,66.01,-69.547,0.291,61.525
115.5,1.4426,1.455,64.672,-69.599,0.292,61.528
116.0,1.4365,1.4498,63.224,-69.651,0.294,61.532
116.5,1.4305,1.4447,63.958,-69.704,0.295,61.535
117.0,1.4245,1.4396,66.799,-69.917,0.297,61.539
117.5,1.4185,1.4344,67.698,-70.221,0.298,61.542
118.0,1.4154,1.4293,69.058,-69.061,0.3,61.546
118.5,1.4264,1.4326,71.035,-68.718,0.301,61.549
119.0,1.4371,1.4403,71.684,-68.88,0.303,61.552
119.5,1.4478,1.448,68.957,-69.039,0.304,61.556
120.0,1.4584,1.4556,65.873,-69.196,0.306,61.559
120.5,1.469,1.4633,66.776,-69.353,0.307,61.563
121.0,1.4797,1.4788,69.644,-69.511,0.31,61.566
121.5,1.5222,1.5343,71.684,-69.668,0.312,61.57
122.0,1.5808,1.5885,70.523,-69.686,0.315,61.573
122.5,1.6392,1.6432,66.629,-69.629,0.318,61.577
123.0,1.6972,1.7329,64.266,-69.572,0.32,61.58
123.5,1.7537,1.8476,65.775,-69.516,0.323,61.584
124.0,1.8103,1.9622,69.478,-69.46,0.325,61.587
124.5,1.8654,2.0768,71.523,-69.403,0.328,61.591
125.0,1.9082,2.1474,71.308,-69.347,0.331,61.594
125.5,1.9517,2.1629,70.12,-69.29,0.333,61.598
126.0,1.957,2.1362,70.128,-69.234,0.336,61.601
126.5,1.9853,2.11,72.998,-69.176,0.338,61.605
127.0,1.9847,2.0991,75.465,-69.168,0.341,61.608
127.5,1.9846,2.1051,76.891,-69.151,0.344,61.612
128.0,1.9844,2.1125,76.706,-67.538,0.346,61.615
128.5,2.0092,2.1267,76.018,-67.668,0.349,61.619
129.0,2.0401,2.1543,73.04,-67.806,0.352,61.622
129.5,2.1099,2.2507,69.296,-67.941,0.354,61.626
130.0,2.1676,2.3142,68.401,-68.017,0.357,61.629
130.5,2.1936,2.3731,69.481,-67.702,0.359,61.633
131.0,2.2048,2.4168,69.748,-67.392,0.361,61.636
131.5,2.1992,2.4316,67.931,-67.082,0.362,61.64
132.0,2.1936,2.3826,63.481,-66.485,0.363,61.643
132.5,2.1879,2.3388,62.41,-65.65,0.365,61.647
133.0,2.1822,2.309,63.452,-64.814,0.366,61.65
133.5,2.1574,2.2618,63.743,-64.483,0.368,61.654
134.0,2.1156,2.1887,60.376,-64.214,0.369,61.658
134.5,2.0738,2.1154,59.409,-63.955,0.371,61.667
135.0,2.0396,2.0619,60.554,-63.701,0.372,61.677
135.5,2.0066,2.0607,62.905,-58.238,0.373,61.686
136.0,1.9803,2.0688,63.934,-55.846,0.375,61.696
136.5,1.9673,2.0768,62.071,-63.985,0.376,61.705
137.0,1.9542,2.0849,61.478,-63.45,0.378,61.714
137.5,1.9433,2.0927,61.218,-62.72,0.379,61.724
138.0,1.948,2.0831,59.613,-62.42,0.372,61.733
138.5,1.9526,2.0613,54.632,-62.313,0.365,61.743
139.0,1.9562,2.0395,51.113,-62.204,0.359,61.752
139.5,1.9394,2.028,49.273,-62.094,0.352,61.762
140.0,1.9231,2.0313,49.385,-61.984,0.346,61.771
140.5,1.9068,2.0348,50.186,-61.713,0.342,61.785
141.0,1.8901,2.0383,50.043,-61.349,0.339,61.81
141.5,1.8771,2.0353,48.582,-60.986,0.336,61.835
142.0,1.8644,2.0228,48.501,-60.624,0.332,61.854
142.5,1.8517,2.0104,49.256,-60.261,0.329,61.86
143.0,1.8391,2.0,48.78,-59.898,0.325,61.865
143.5,1.8207,1.9987,47.356,-59.535,0.322,61.871
144.0,1.7937,1.9464,44.903,-59.172,0.319,61.877
144.5,1.7668,1.8941,42.411,-58.81,0.315,61.882
145.0,1.7397,1.8417,41.863,-58.447,0.312,61.888
145.5,1.7193,1.8035,42.918,-58.084,0.308,61.894
146.0,1.7166,1.8036,42.87,-57.721,0.305,61.899
146.5,1.714,1.802,42.667,-57.358,0.302,61.905
147.0,1.7113,1.798,45.5,-56.996,0.298,61.911
147.5,1.7087,1.794,48.459,-56.633,0.295,61.916
148.0,1.7072,1.79,49.357,-56.336,0.291,61.922
148.5,1.7396,1.8258,49.515,-56.176,0.288,61.928
149.0,1.771,1.8645,46.614,-56.016,0.285,61.933
149.5,1.7925,1.9032,45.714,-55.855,0.281,61.939
150.0,1.8001,1.9351,44.905,-55.695,0.276,61.955
150.5,1.8076,1.9532,46.027,-55.535,0.276,61.958
151.0,1.8151,1.9715,46.794,-55.374,0.277,61.961
151.5,1.8225,1.9769,49.978,-55.214,0.278,61.964
152.0,1.8302,1.9469,53.515,-55.054,0.278,61.967
152.5,1.8287,1.917,57.098,-54.893,0.279,61.97
153.0,1.8252,1.8874,56.653,-54.729,0.28,61.973
153.5,1.8217,1.8771,49.805,-54.951,0.281,61.976
154.0,1.8181,1.8844,46.609,-55.196,0.281,61.979
154.5,1.8392,1.8917,47.1,-55.441,0.281,61.982
155.0,1.8334,1.899,49.213,-55.686,0.28,61.985
155.5,1.8359,1.9063,50.193,-55.931,0.28,61.988
156.0,1.8386,1.9136,53.37,-56.176,0.28,61.991
156.5,1.8414,1.9336,58.792,-56.404,0.28,61.994
157.0,1.8441,1.9568,61.873,-56.496,0.279,61.997
157.5,1.8506,1.9801,60.347,-56.591,0.279,62.0
158.0,1.8604,1.9988,58.51,-56.686,0.279,62.003
158.5,1.8702,1.9986,58.243,-56.78,0.279,62.006
159.0,1.8801,1.9986,58.088,-56.873,0.278,62.009
159.5,1.8865,1.9986,56.94,-57.111,0.278,62.012
160.0,1.8838,1.9986,57.335,-57.743,0.278,62.015
160.5,1.8811,1.9986,58.794,-58.375,0.278,62.018
161.0,1.8784,1.9986,60.046,-59.007,0.277,62.021
161.5,1.8758,1.9987,57.469,-59.642,0.277,62.024
162.0,1.8736,1.9941,54.963,-59.935,0.277,62.027
162.5,1.882,1.9808,53.962,-60.18,0.277,62.03
163.0,1.8806,1.9674,56.673,-60.425,0.276,62.033
163.5,1.8609,1.954,60.587,-60.67,0.276,62.036
164.0,1.8411,1.9406,61.692,-60.915,0.276,62.039
164.5,1.8213,1.9274,58.629,-61.161,0.276,62.042
165.0,1.8015,1.9164,55.364,-61.41,0.275,62.045
165.5,1.7898,1.9053,53.942,-62.075,0.275,62.048
166.0,1.7897,1.8942,54.482,-62.523,0.275,62.051
166.5,1.7896,1.883,59.745,-62.591,0.276,62.054
167.0,1.7934,1.8719,63.818,-62.659,0.277,62.057
167.5,1.8046,1.8609,64.984,-62.728,0.278,62.06
168.0,1.8158,1.848,55.567,-62.796,0.279,62.064
168.5,1.827,1.8349,47.074,-62.864,0.28,62.067
169.0,1.8315,1.8219,42.724,-62.932,0.281,62.07
169.5,1.8315,1.8716,44.283,-63.002,0.282,62.073
170.0,1.8314,1.9533,54.848,-63.235,0.282,62.076
170.5,1.8538,2.0348,64.99,-63.991,0.283,62.079
171.0,1.9089,2.1163,72.035,-64.559,0.284,62.082
171.5,1.9643,2.1978,71.9,-65.129,0.285,62.085
172.0,2.0189,2.2792,77.141,-65.216,0.286,62.088
172.5,2.0737,2.3592,85.42,-65.128,0.287,62.091
173.0,2.1137,2.3607,89.174,-65.041,0.288,62.094
173.5,2.1247,2.3607,84.827,-64.954,0.289,62.097
174.0,2.136,2.3651,80.289,-64.867,0.29,62.101
174.5,2.1344,2.3805,79.707,-64.779,0.291,62.106
175.0,2.1301,2.4026,78.764,-64.789,0.292,62.112
175.5,2.1258,2.4247,78.287,-64.986,0.293,62.117
176.0,2.1239,2.3901,76.938,-65.188,0.294,62.123
176.5,2.0854,2.3347,72.849,-65.962,0.295,62.128
177.0,2.0273,2.2529,69.507,-67.244,0.296,62.133
177.5,1.9692,2.1426,68.037,-68.526,0.297,62.139
178.0,1.9112,2.0175,64.767,-69.741,0.297,62.144
178.5,1.8532,1.9012,58.927,-70.44,0.298,62.15
179.0,1.8001,1.8372,50.444,-71.111,0.299,62.155
179.5,1.7479,1.7884,50.406,-71.782,0.3,62.161
180.0,1.6958,1.7394,52.691,-72.48,0.301,62.166
180.5,1.666,1.6905,54.405,-73.304,0.303,62.172
181.0,1.648,1.656,54.046,-74.167,0.304,62.177
181.5,1.63,1.6353,51.085,-75.029,0.306,62.182
182.0,1.6314,1.6686,50.146,-75.842,0.307,62.188
182.5,1.6333,1.6792,51.254,-76.189,0.309,62.193
183.0,1.6282,1.6905,53.476,-76.522,0.31,62.199
183.5,1.6231,1.7016,54.55,-76.854,0.312,62.204
184.0,1.6277,1.7012,52.43,-77.534,0.313,62.21
184.5,1.6337,1.6927,51.48,-78.342,0.315,62.215
185.0,1.6397,1.6843,52.285,-79.149,0.316,62.22
185.5,1.6457,1.6827,53.743,-79.952,0.318,62.226
186.0,1.6512,1.6995,55.425,-80.229,0.319,62.231
186.5,1.6552,1.7163,54.548,-80.142,0.321,62.237
187.0,1.6593,1.7331,53.052,-80.057,0.322,62.242
187.5,1.6633,1.7499,52.361,-79.972,0.324,62.248
188.0,1.6756,1.7667,52.14,-79.887,0.325,62.253
188.5,1.6992,1.7835,50.144,-79.805,0.327,62.259
189.0,1.7227,1.8006,47.996,-79.784,0.328,62.264
189.5,1.7283,1.8176,49.123,-81.555,0.33,62.269
190.0,1.7176,1.828,54.405,-82.678,0.331,62.275
190.5,1.7068,1.8064,57.348,-83.813,0.333,62.28
191.0,1.6961,1.7859,57.646,-84.95,0.334,62.286
191.5,1.6854,1.7646,56.857,-86.089,0.335,62.291
192.0,1.6748,1.7439,54.401,-86.73,0.337,62.297
192.5,1.6643,1.7398,52.158,-87.192,0.338,62.303
193.0,1.6539,1.7508,52.069,-87.654,0.34,62.309
193.5,1.6434,1.7615,52.898,-88.117,0.341,62.315
194.0,1.6365,1.7531,50.76,-88.598,0.343,62.321
194.5,1.6365,1.7466,48.783,-89.281,0.344,62.328
195.0,1.6365,1.743,49.558,-90.0,0.346,62.334
195.5,1.6365,1.7396,50.604,-90.72,0.348,62.34
196.0,1.635,1.7362,49.46,-91.428,0.35,62.346
196.5,1.6324,1.7145,47.129,-92.687,0.352,62.352
197.0,1.6299,1.6666,46.521,-93.902,0.354,62.358
197.5,1.6273,1.6502,46.835,-95.129,0.356,62.364
198.0,1.6248,1.6503,46.306,-95.269,0.358,62.37
198.5,1.6225,1.6546,44.986,-96.046,0.359,62.376
199.0,1.6226,1.6708,46.993,-97.008,0.361,62.382
199.5,1.6258,1.6869,49.221,-97.967,0.363,62.388
200.0,1.632,1.7034,48.674,-99.038,0.365,62.395
200.5,1.6385,1.7048,45.781,-100.31,0.367,62.401
201.0,1.6463,1.7032,48.929,-101.58,0.369,62.407
201.5,1.654,1.7016,52.358,-102.85,0.371,62.413
202.0,1.6618,1.6999,53.531,-104.13,0.373,62.419
202.5,1.666,1.6983,51.229,-105.4,0.375,62.425
203.0,1.6685,1.6967,48.424,-106.67,0.377,62.431
203.5,1.671,1.695,46.665,-107.95,0.379,62.437
204.0,1.6735,1.6933,45.13,-109.22,0.381,62.443
204.5,1.6759,1.702,45.509,-110.5,0.383,62.449
205.0,1.6781,1.7396,49.131,-111.63,0.385,62.456
205.5,1.6738,1.7544,53.381,-112.72,0.387,62.463
206.0,1.6697,1.727,52.918,-113.8,0.389,62.472
206.5,1.6655,1.6995,49.39,-115.17,0.391,62.481
207.0,1.6521,1.6794,43.653,-116.68,0.393,62.491
207.5,1.6354,1.6657,38.023,-118.18,0.395,62.5
208.0,1.6186,1.6791,37.754,-119.69,0.397,62.51
208.5,1.6087,1.691,38.105,-121.19,0.398,62.519
209.0,1.6087,1.6422,39.87,-122.7,0.4,62.528
209.5,1.6054,1.5923,41.499,-124.21,0.402,62.538
210.0,1.5974,1.5408,42.742,-125.71,0.404,62.547
210.5,1.5758,1.5435,42.036,-127.22,0.406,62.557
211.0,1.5472,1.5481,44.162,-128.73,0.408,62.566
211.5,1.5187,1.5517,48.775,-130.23,0.41,62.572
212.0,1.505,1.532,48.018,-131.72,0.412,62.574
212.5,1.4966,1.5229,40.476,-133.21,0.414,62.576
213.0,1.4883,1.5136,36.404,-134.7,0.416,62.578
213.5,1.4818,1.5043,34.771,-136.19,0.418,62.58
214.0,1.4779,1.4952,33.929,-137.29,0.418,62.583
214.5,1.474,1.4874,34.972,-138.33,0.417,62.585
215.0,1.47,1.4938,37.416,-139.38,0.417,62.587
215.5,1.4756,1.4836,38.973,-140.42,0.416,62.589
216.0,1.4835,1.4973,37.639,-141.48,0.416,62.591
216.5,1.4913,1.4974,36.303,-142.45,0.415,62.593
217.0,1.4991,1.5122,37.601,-101.9,0.415,62.595
217.5,1.5069,1.5373,38.948,-20.704,0.414,62.597
218.0,1.5215,1.5625,39.737,-0.60413,0.414,62.6
218.5,1.5434,1.5809,41.838,-0.80134,0.414,62.602
219.0,1.566,1.5761,44.312,-0.83333,0.413,62.604
219.5,1.5467,1.5481,47.135,-0.83203,0.413,62.606
220.0,1.5253,1.5208,48.39,-0.83353,0.412,62.608
220.5,1.5038,1.4968,48.922,-1.9717,0.412,62.64
221.0,1.4822,1.4972,44.121,-3.6914,0.411,62.671
221.5,1.4653,1.4972,39.222,-5.8523,0.411,62.703
222.0,1.4547,1.4972,34.986,-8.6799,0.41,62.734
222.5,1.4442,1.4972,33.47,-11.509,0.41,62.757
223.0,1.4535,1.4972,32.04,-14.331,0.409,62.774
223.5,1.4701,1.4972,30.619,-16.951,0.408,62.791
224.0,1.4835,1.4972,30.52,-19.445,0.408,62.799
224.5,1.4863,1.4973,30.853,-21.946,0.407,62.806
225.0,1.4894,1.4937,30.428,-24.44,0.407,62.812
225.5,1.4926,1.4832,29.366,-26.163,0.406,62.819
226.0,1.4958,1.4729,30.704,-27.472,0.405,62.826
226.5,1.5189,1.5076,33.66,-28.787,0.404,62.833
227.0,1.5595,1.5654,35.669,-30.104,0.402,62.84
227.5,1.6015,1.623,35.803,-31.434,0.4,62.846
228.0,1.6521,1.6813,40.813,-33.076,0.398,62.853
228.5,1.7028,1.7701,46.409,-33.058,0.397,62.86
229.0,1.7534,1.8693,56.631,-33.056,0.395,62.867
229.5,1.8041,1.9755,63.103,-33.638,0.393,62.874
230.0,1.8512,2.0856,64.279,-34.517,0.391,62.88
230.5,1.8972,2.145,64.104,-35.471,0.389,62.89
231.0,1.9433,2.158,61.686,-36.96,0.387,62.905
