SBWM-4			
4			
x			
y			
z			
gamma			
x UTM	y UTM	z	gamma
3739.21	4420.8	60.296	63.3803
3739.21	4420.8	62.8752176	91.5493
3739.21	4420.8	63.1096088	114.085
3739.21	4420.8	63.8127824	130.986
3739.21	4420.8	66.8607824	90.1408
3739.21	4420.8	67.3298696	128.169
3739.21	4420.8	69.2056088	105.634
3739.21	4420.8	70.6122608	95.7746
3739.21	4420.8	71.5501304	102.113
3739.21	4420.8	71.7845216	83.0986
3739.21	4420.8	72.488	74.6479
3739.21	4420.8	75.0672176	69.0141
3739.21	4420.8	75.3016088	88.0282
3739.21	4420.8	77.177348	76.0563
3739.21	4420.8	77.6461304	70.4225
3739.21	4420.8	80.6941304	87.3239
3739.21	4420.8	80.9285216	97.8873
3739.21	4420.8	82.8042608	85.9155
3739.21	4420.8	84.4456088	88.7324
3739.21	4420.8	85.6178696	96.4789
3739.21	4420.8	86.086652	80.2817
3739.21	4420.8	87.2592176	74.6479
3739.21	4420.8	88.1967824	96.4789
3739.21	4420.8	89.134652	78.169
3739.21	4420.8	90.3072176	72.5352
3739.21	4420.8	93.1205216	90.8451
3739.21	4420.8	94.9962608	98.5915
3739.21	4420.8	96.1685216	87.3239
3739.21	4420.8	98.0442608	69.7183
3739.21	4420.8	98.513348	57.0423
3739.21	4420.8	100.1543912	74.6479
3739.21	4420.8	101.7957392	68.3099
3739.21	4420.8	103.2023912	63.3803
3739.21	4420.8	104.374652	73.2394
3739.21	4420.8	105.0781304	83.0986
3739.21	4420.8	105.3125216	73.2394
3739.21	4420.8	107.657348	80.9859
3739.21	4420.8	107.8917392	71.1268
3739.21	4420.8	108.8296088	74.6479
3739.21	4420.8	109.5327824	67.6056
3739.21	4420.8	111.1741304	84.507
3739.21	4420.8	111.4085216	73.9437
3739.21	4420.8	112.3463912	85.9155
3739.21	4420.8	114.2221304	74.6479
3739.21	4420.8	114.6912176	138.732
3739.21	4420.8	116.3322608	67.6056
3739.21	4420.8	116.801348	57.7465
3739.21	4420.8	118.4423912	73.2394
3739.21	4420.8	120.5525216	70.4225
3739.21	4420.8	121.4903912	79.5775
3739.21	4420.8	122.662652	63.3803
3739.21	4420.8	123.1317392	88.0282
3739.21	4420.8	124.0696088	92.9577
3739.21	4420.8	124.304	69.7183
3739.21	4420.8	125.2418696	68.3099
3739.21	4420.8	126.4141304	77.4648
3739.21	4420.8	126.6485216	60.5634
3739.21	4420.8	128.5242608	75.3521
3739.21	4420.8	128.993348	66.1972
3739.21	4420.8	130.6343912	150
3739.21	4420.8	131.3378696	90.8451
3739.21	4420.8	131.5722608	114.789
3739.21	4420.8	132.2757392	62.6761
3739.21	4420.8	134.6202608	50
3739.21	4420.8	134.854652	61.9718
3739.21	4420.8	136.0272176	61.2676
3739.21	4420.8	136.496	47.8873
3739.21	4420.8	138.6061304	68.3099
3739.21	4420.8	139.7783912	49.2958
3739.21	4420.8	142.1232176	57.7465
3739.21	4420.8	142.3576088	44.3662
3739.21	4420.8	143.7642608	46.4789
3739.21	4420.8	146.1087824	57.7465
3739.21	4420.8	148.2192176	60.5634
3739.21	4420.8	150.329348	51.4085
3739.21	4420.8	151.5016088	69.7183
3739.21	4420.8	152.4394784	60.5634
3739.21	4420.8	153.377348	63.3803
3739.21	4420.8	155.4874784	71.831
3739.21	4420.8	156.190652	88.0282
3739.21	4420.8	157.832	78.169
3739.21	4420.8	158.3007824	90.1408
3739.21	4420.8	159.9421304	78.8732
3739.21	4420.8	160.88	80.2817
3739.21	4420.8	163.928	66.9014
3739.21	4420.8	165.1002608	82.3944
3739.21	4420.8	166.7416088	73.2394
3739.21	4420.8	168.382652	76.0563
3739.21	4420.8	169.7896088	70.4225
3739.21	4420.8	171.665348	63.3803
3739.21	4420.8	172.1341304	69.7183
3739.21	4420.8	174.2442608	69.7183
3739.21	4420.8	174.478652	65.493
3739.21	4420.8	176.5887824	73.2394
3739.21	4420.8	177.526652	67.6056
3739.21	4420.8	179.168	77.4648
3739.21	4420.8	179.6367824	71.1268
3739.21	4420.8	182.216	79.5775
3739.21	4420.8	182.9194784	71.831
3739.21	4420.8	184.5605216	83.8028
3739.21	4420.8	185.0296088	78.169
3739.21	4420.8	187.6085216	90.1408
3739.21	4420.8	189.718652	80.9859
3739.21	4420.8	190.1877392	108.451
3739.21	4420.8	190.6565216	169.014
3739.21	4420.8	190.8912176	131.69
3739.21	4420.8	191.36	197.887
3739.21	4420.8	191.5943912	239.437
3739.21	4420.8	191.8287824	221.831
3739.21	4420.8	192.2978696	149.296
3739.21	4420.8	193.001348	120.423
3739.21	4420.8	193.9392176	100.704
3739.21	4420.8	195.3458696	107.042
3739.21	4420.8	196.049348	78.169
3739.21	4420.8	197.6903912	95.0704
3739.21	4420.8	198.862652	66.1972
3739.21	4420.8	200.7383912	52.1127
3739.21	4420.8	201.6762608	81.6901
3739.21	4420.8	203.552	95.0704
3739.21	4420.8	204.7242608	69.7183
3739.21	4420.8	206.3656088	95.7746
3739.21	4420.8	208.006652	80.9859
3739.21	4420.8	209.8823912	76.0563
3739.21	4420.8	210.5858696	95.7746
3739.21	4420.8	211.5237392	76.0563
3739.21	4420.8	212.4616088	85.2113
3739.21	4420.8	213.6338696	71.831
3739.21	4420.8	214.8061304	80.9859
3739.21	4420.8	215.2752176	77.4648
3739.21	4420.8	216.4474784	91.5493
3739.21	4420.8	217.385348	82.3944
3739.21	4420.8	218.792	94.3662
3739.21	4420.8	219.4954784	77.4648
3739.21	4420.8	220.9021304	94.3662
3739.21	4420.8	221.3712176	99.2958
3739.21	4420.8	223.246652	86.6197
3739.21	4420.8	223.481348	77.4648
3739.21	4420.8	224.6536088	84.507
3739.21	4420.8	226.0602608	83.8028
3739.21	4420.8	226.9981304	100.704
3739.21	4420.8	227.936	113.38
3739.21	4420.8	228.4047824	87.3239
3739.21	4420.8	229.8117392	93.662
3739.21	4420.8	230.0461304	83.0986
3739.21	4420.8	231.2183912	78.8732
3739.21	4420.8	231.6874784	95.0704
3739.21	4420.8	232.390652	102.817
3739.21	4420.8	233.5632176	101.408
3739.21	4420.8	234.9698696	78.8732
3739.21	4420.8	236.1421304	100.704
3739.21	4420.8	237.3143912	132.394
3739.21	4420.8	237.5487824	152.113
3739.21	4420.8	238.721348	142.958
3739.21	4420.8	239.4245216	119.718
3739.21	4420.8	240.128	108.451
3739.21	4420.8	241.3002608	126.761
3739.21	4420.8	242.4725216	119.718
3739.21	4420.8	243.4103912	111.268
3739.21	4420.8	244.817348	133.803
3739.21	4420.8	246.224	119.718
3739.21	4420.8	247.865348	139.437
3739.21	4420.8	248.3341304	154.225
3739.21	4420.8	248.5685216	174.648
3739.21	4420.8	249.272	186.62
3739.21	4420.8	250.678652	175.352
3739.21	4420.8	251.1477392	199.296
3739.21	4420.8	252.7887824	147.887
3739.21	4420.8	252.7887824	147.887
3739.21	4420.8	254.6645216	152.113
3739.21	4420.8	255.368	145.07
3739.21	4420.8	256.0714784	166.901
3739.21	4420.8	257.2437392	176.761
3739.21	4420.8	259.1194784	170.423
3739.21	4420.8	259.5882608	192.958
3739.21	4420.8	260.057348	223.944
3739.21	4420.8	260.5261304	246.479
3739.21	4420.8	261.6983912	223.239
3739.21	4420.8	262.1674784	195.07
3739.21	4420.8	263.3397392	226.056
3739.21	4420.8	263.5741304	246.479
3739.21	4420.8	268.0287824	221.127
3739.21	4420.8	268.7322608	193.662
3739.21	4420.8	268.966652	247.183
3739.21	4420.8	270.608	247.887
3739.21	4420.8	274.1247824	247.887
3739.21	4420.8	275.7661304	247.887
3739.21	4420.8	277.8762608	247.887
3739.21	4420.8	279.5176088	247.183
