SBWM-1			
4			
x			
y			
z			
SP			
x UTM	y UTM	z	SP
5128.45	6931.41	84.8909952	-0.488599
5128.45	6931.41	88.5202488	-2.05212
5128.45	6931.41	89.3267496	-1.07492
5128.45	6931.41	90.5365008	-3.22476
5128.45	6931.41	93.762504	-4.98371
5128.45	6931.41	96.1820064	-6.35179
5128.45	6931.41	98.6015088	-7.52443
5128.45	6931.41	102.2307624	-9.28339
5128.45	6931.41	105.860016	-9.86971
5128.45	6931.41	108.2795184	-8.69707
5128.45	6931.41	110.6990208	-8.69707
5128.45	6931.41	113.1185232	-7.13355
5128.45	6931.41	113.925024	-7.13355
5128.45	6931.41	117.5539728	-6.93811
5128.45	6931.41	120.3767256	-6.15635
5128.45	6931.41	123.1994784	-4.20195
5128.45	6931.41	124.81248	-2.443
5128.45	6931.41	127.2319824	1.85668
5128.45	6931.41	129.6514848	3.4202
5128.45	6931.41	131.6677368	4.78827
5128.45	6931.41	134.89374	6.35179
5128.45	6931.41	136.1034912	8.30619
5128.45	6931.41	139.7327448	7.13355
5128.45	6931.41	142.5554976	7.32899
5128.45	6931.41	144.5717496	7.71987
5128.45	6931.41	148.6042536	5.76547
5128.45	6931.41	149.007504	3.22476
5128.45	6931.41	151.023756	2.05212
5128.45	6931.41	152.6367576	1.07492
5128.45	6931.41	155.05626	-0.488599
5128.45	6931.41	157.8790128	-1.4658
5128.45	6931.41	158.6855136	-3.02932
5128.45	6931.41	160.2985152	-4.78827
5128.45	6931.41	162.3147672	-5.76547
5128.45	6931.41	164.3310192	-4.39739
5128.45	6931.41	167.153772	-3.61564
5128.45	6931.41	168.3635232	-2.83388
5128.45	6931.41	169.9765248	-4.00651
5128.45	6931.41	171.5895264	-0.684039
5128.45	6931.41	173.2022232	-2.05212
5128.45	6931.41	174.8152248	-4.39739
5128.45	6931.41	177.6379776	-2.24756
5128.45	6931.41	180.4607304	-3.4202
5128.45	6931.41	180.8639808	-1.66124
5128.45	6931.41	182.073732	-0.29316
5128.45	6931.41	183.6867336	0.0977199
5128.45	6931.41	187.3159872	-2.63844
5128.45	6931.41	191.7517416	-3.61564
5128.45	6931.41	196.9939968	-3.81107
5128.45	6931.41	203.0427528	-2.83388
5128.45	6931.41	206.268756	-2.05212
5128.45	6931.41	209.8980096	-0.0977199
5128.45	6931.41	212.317512	1.85668
5128.45	6931.41	214.7370144	3.81107
5128.45	6931.41	215.9467656	6.35179
5128.45	6931.41	217.9630176	8.89251
5128.45	6931.41	219.9792696	10.6515
5128.45	6931.41	223.2052728	12.4104
5128.45	6931.41	225.6247752	14.3648
5128.45	6931.41	227.6410272	15.342
5128.45	6931.41	234.0927288	15.342
5128.45	6931.41	237.7219824	15.1466
5128.45	6931.41	243.367488	14.5603
5128.45	6931.41	246.5934912	14.9511
5128.45	6931.41	249.416244	15.342
5128.45	6931.41	252.2389968	15.5375
5128.45	6931.41	255.465	17.101
5128.45	6931.41	261.1105056	18.2736
5128.45	6931.41	265.1430096	17.6873
5128.45	6931.41	268.7722632	16.7101
5128.45	6931.41	273.207408	15.7329
5128.45	6931.41	277.239912	14.7557
5128.45	6931.41	280.06236	14.9511
5128.45	6931.41	283.692528	16.7101
5128.45	6931.41	286.514976	14.7557
5128.45	6931.41	291.3552	14.9511
5128.45	6931.41	294.177648	15.342
5128.45	6931.41	298.612488	16.5147
5128.45	6931.41	303.855048	17.8827
5128.45	6931.41	307.887552	19.0554
5128.45	6931.41	311.920056	20.8143
5128.45	6931.41	315.95256	21.987
5128.45	6931.41	318.775008	20.6189
5128.45	6931.41	321.19512	19.4463
5128.45	6931.41	326.032296	19.6417
5128.45	6931.41	331.68024	21.0098
5128.45	6931.41	335.30736	20.4235
5128.45	6931.41	339.339864	19.6417
5128.45	6931.41	342.567696	19.0554
5128.45	6931.41	345.79248	19.8371
5128.45	6931.41	349.824984	21.0098
5128.45	6931.41	352.647432	20.6189
5128.45	6931.41	355.875264	19.6417
5128.45	6931.41	357.889992	18.2736
5128.45	6931.41	361.52016	18.0782
5128.45	6931.41	365.14728	17.4919
5128.45	6931.41	368.777448	18.6645
5128.45	6931.41	370.38984	18.0782
5128.45	6931.41	374.020008	20.228
5128.45	6931.41	377.244792	19.6417
5128.45	6931.41	379.262568	20.8143
5128.45	6931.41	381.277296	19.6417
5128.45	6931.41	385.715184	21.5961
5128.45	6931.41	388.132248	21.987
5128.45	6931.41	391.36008	23.9414
5128.45	6931.41	394.584864	22.9642
5128.45	6931.41	398.617368	21.7915
5128.45	6931.41	402.247536	20.8143
5128.45	6931.41	405.47232	19.6417
5128.45	6931.41	408.294768	18.2736
5128.45	6931.41	409.910208	16.5147
5128.45	6931.41	411.924936	16.3192
5128.45	6931.41	415.152768	17.101
5128.45	6931.41	416.359776	14.9511
5128.45	6931.41	418.779888	12.215
5128.45	6931.41	419.587608	4.59283
5128.45	6931.41	419.989944	10.2606
5128.45	6931.41	420.797664	8.11075
5128.45	6931.41	421.2	2.24756
