SBWM-1			
4			
x			
y			
z			
16 inch			
x UTM	y UTM	z	16 inch
5128.45	6931.41	162.613232	3.27869
5128.45	6931.41	164.302256	3.55191
5128.45	6931.41	167.342256	3.27869
5128.45	6931.41	169.030976	3.27869
5128.45	6931.41	170.382256	3.55191
5128.45	6931.41	171.057744	5.7377
5128.45	6931.41	172.409024	6.8306
5128.45	6931.41	173.084512	9.28962
5128.45	6931.41	174.097744	10.929
5128.45	6931.41	175.449024	9.56284
5128.45	6931.41	176.8	11.2022
5128.45	6931.41	177.137744	14.2077
5128.45	6931.41	178.826768	12.8415
5128.45	6931.41	179.164512	8.46995
5128.45	6931.41	179.84	4.91803
5128.45	6931.41	181.529024	3.55191
5128.45	6931.41	183.217744	3.82514
5128.45	6931.41	183.893232	21.5847
5128.45	6931.41	183.893232	21.5847
5128.45	6931.41	183.893232	21.5847
5128.45	6931.41	184.569024	22.9508
5128.45	6931.41	185.582256	20.765
5128.45	6931.41	186.257744	18.306
5128.45	6931.41	186.933232	15.847
5128.45	6931.41	187.270976	12.5683
5128.45	6931.41	188.622256	12.2951
5128.45	6931.41	189.297744	14.4809
5128.45	6931.41	190.649024	15.0273
5128.45	6931.41	191.662256	13.1148
5128.45	6931.41	194.026768	13.388
5128.45	6931.41	195.377744	14.4809
5128.45	6931.41	196.390976	16.3934
5128.45	6931.41	197.742256	19.3989
5128.45	6931.41	198.755488	20.765
5128.45	6931.41	199.430976	22.6776
5128.45	6931.41	200.106768	24.5902
5128.45	6931.41	200.782256	25.6831
5128.45	6931.41	201.12	21.8579
5128.45	6931.41	201.457744	14.2077
5128.45	6931.41	201.795488	16.3934
5128.45	6931.41	201.795488	16.3934
5128.45	6931.41	202.133232	7.10383
5128.45	6931.41	204.835488	5.46448
5128.45	6931.41	205.510976	7.9235
5128.45	6931.41	206.862256	9.01639
5128.45	6931.41	208.213232	11.2022
5128.45	6931.41	208.889024	9.56284
5128.45	6931.41	209.902256	7.37705
5128.45	6931.41	210.915488	6.01093
5128.45	6931.41	212.266768	5.46448
5128.45	6931.41	212.942256	8.46995
5128.45	6931.41	213.28	10.1093
5128.45	6931.41	213.617744	13.388
5128.45	6931.41	213.955488	15.0273
5128.45	6931.41	215.982256	13.9344
5128.45	6931.41	216.657744	16.1202
5128.45	6931.41	218.684512	15.0273
5128.45	6931.41	219.022256	18.0328
5128.45	6931.41	220.373232	21.5847
5128.45	6931.41	220.373232	21.5847
5128.45	6931.41	220.710976	30.3279
5128.45	6931.41	221.049024	33.6066
5128.45	6931.41	221.386768	36.8852
5128.45	6931.41	222.062256	39.3443
5128.45	6931.41	223.413232	33.8798
5128.45	6931.41	224.089024	31.9672
5128.45	6931.41	225.44	28.1421
5128.45	6931.41	225.777744	26.2295
5128.45	6931.41	226.453232	25.1366
5128.45	6931.41	227.466768	26.2295
5128.45	6931.41	227.804512	27.3224
5128.45	6931.41	228.142256	24.8634
5128.45	6931.41	229.155488	22.6776
5128.45	6931.41	229.493232	19.9454
5128.45	6931.41	229.830976	18.8525
5128.45	6931.41	231.182256	16.6667
5128.45	6931.41	231.52	15.3005
5128.45	6931.41	232.870976	13.6612
5128.45	6931.41	236.249024	14.2077
5128.45	6931.41	237.262256	13.6612
5128.45	6931.41	239.289024	18.306
5128.45	6931.41	239.626768	20.2186
5128.45	6931.41	240.64	18.306
5128.45	6931.41	240.977744	16.9399
5128.45	6931.41	242.666768	18.306
5128.45	6931.41	243.68	20.4918
5128.45	6931.41	244.693232	16.9399
5128.45	6931.41	245.030976	11.4754
5128.45	6931.41	245.030976	11.4754
5128.45	6931.41	245.369024	14.4809
5128.45	6931.41	246.72	6.01093
5128.45	6931.41	246.72	6.01093
5128.45	6931.41	247.057744	12.0219
5128.45	6931.41	247.395488	13.6612
5128.45	6931.41	248.746768	12.2951
5128.45	6931.41	250.097744	15.5738
5128.45	6931.41	250.773232	21.3115
5128.45	6931.41	252.462256	23.4973
5128.45	6931.41	254.150976	26.2295
5128.45	6931.41	254.489024	27.5956
5128.45	6931.41	255.164512	29.7814
5128.45	6931.41	257.190976	29.7814
5128.45	6931.41	257.529024	27.8689
5128.45	6931.41	259.217744	26.5027
5128.45	6931.41	260.906768	31.4208
5128.45	6931.41	262.257744	38.2514
5128.45	6931.41	262.933232	39.3443
5128.45	6931.41	263.270976	41.8033
5128.45	6931.41	263.946768	43.4426
5128.45	6931.41	266.649024	39.071
5128.45	6931.41	267.324512	37.4317
5128.45	6931.41	268.33744	35.2459
5128.45	6931.41	269.01232	33.6066
5128.45	6931.41	269.69024	32.2404
5128.45	6931.41	271.37744	28.6885
5128.45	6931.41	272.05232	27.5956
5128.45	6931.41	272.38976	22.1311
5128.45	6931.41	272.38976	22.1311
5128.45	6931.41	272.73024	16.9399
5128.45	6931.41	273.06768	15.3005
5128.45	6931.41	273.40512	11.4754
5128.45	6931.41	275.09232	9.01639
5128.45	6931.41	277.12	6.55738
5128.45	6931.41	277.79488	9.28962
5128.45	6931.41	278.13232	10.929
5128.45	6931.41	278.13232	10.929
5128.45	6931.41	278.46976	18.5792
5128.45	6931.41	279.14768	25.1366
5128.45	6931.41	279.82256	33.6066
5128.45	6931.41	279.82256	33.6066
5128.45	6931.41	279.82256	33.6066
5128.45	6931.41	280.83488	40.7104
5128.45	6931.41	281.85024	39.3443
5128.45	6931.41	282.52512	37.7049
5128.45	6931.41	282.86256	30.3279
5128.45	6931.41	282.86256	30.3279
5128.45	6931.41	283.2	24.5902
5128.45	6931.41	283.2	24.5902
5128.45	6931.41	283.87488	12.5683
5128.45	6931.41	285.56512	7.65027
5128.45	6931.41	287.25232	5.7377
5128.45	6931.41	289.28	4.37158
5128.45	6931.41	291.64512	3.82514
5128.45	6931.41	294.34768	3.82514
5128.45	6931.41	297.05024	3.82514
5128.45	6931.41	300.76512	4.37158
5128.45	6931.41	302.11488	9.28962
5128.45	6931.41	303.46768	12.5683
5128.45	6931.41	303.80512	15.847
5128.45	6931.41	304.14256	18.5792
5128.45	6931.41	304.81744	25.9563
5128.45	6931.41	304.81744	25.9563
5128.45	6931.41	306.50768	33.6066
5128.45	6931.41	307.18256	26.776
5128.45	6931.41	308.53232	24.5902
5128.45	6931.41	309.21024	27.5956
5128.45	6931.41	310.56	26.5027
5128.45	6931.41	310.89744	34.9727
5128.45	6931.41	311.23488	58.4699
5128.45	6931.41	311.23488	58.4699
5128.45	6931.41	311.57232	53.8251
5128.45	6931.41	311.57232	53.8251
5128.45	6931.41	311.57232	53.8251
5128.45	6931.41	311.90976	89.6175
5128.45	6931.41	311.90976	89.6175
5128.45	6931.41	311.90976	89.6175
5128.45	6931.41	312.25024	68.5792
5128.45	6931.41	312.58768	93.4426
5128.45	6931.41	313.93744	95.3552
5128.45	6931.41	315.29024	85.7923
5128.45	6931.41	315.29024	85.7923
5128.45	6931.41	315.29024	85.7923
5128.45	6931.41	315.62768	58.4699
5128.45	6931.41	315.96512	82.5137
5128.45	6931.41	315.96512	82.5137
5128.45	6931.41	316.30256	74.3169
5128.45	6931.41	316.30256	74.3169
5128.45	6931.41	316.97744	68.306
5128.45	6931.41	317.31488	30.6011
5128.45	6931.41	317.31488	30.6011
5128.45	6931.41	319.00512	37.1585
5128.45	6931.41	320.01744	46.1749
5128.45	6931.41	320.69232	37.4317
5128.45	6931.41	321.37024	34.6995
5128.45	6931.41	321.70768	33.6066
5128.45	6931.41	323.39488	34.4262
5128.45	6931.41	324.74768	30.3279
5128.45	6931.41	325.42256	28.4153
5128.45	6931.41	326.43488	25.4098
5128.45	6931.41	327.10976	24.3169
5128.45	6931.41	328.12512	27.8689
5128.45	6931.41	329.81232	29.235
5128.45	6931.41	330.49024	26.2295
5128.45	6931.41	331.50256	23.4973
5128.45	6931.41	332.17744	21.5847
5128.45	6931.41	333.53024	25.6831
5128.45	6931.41	334.88	30.6011
5128.45	6931.41	335.55488	31.694
5128.45	6931.41	336.22976	30.6011
5128.45	6931.41	336.90768	27.5956
5128.45	6931.41	337.92	25.6831
5128.45	6931.41	338.59488	24.5902
5128.45	6931.41	340.62256	25.4098
5128.45	6931.41	341.63488	24.3169
5128.45	6931.41	342.30976	26.2295
5128.45	6931.41	344	29.5082
5128.45	6931.41	344.33744	36.3388
5128.45	6931.41	344.67488	30.0546
5128.45	6931.41	345.01232	27.0492
5128.45	6931.41	346.02768	22.9508
5128.45	6931.41	346.36512	21.0383
5128.45	6931.41	350.41744	21.0383
5128.45	6931.41	351.42976	18.8525
5128.45	6931.41	352.10768	24.5902
5128.45	6931.41	352.78256	27.0492
5128.45	6931.41	355.48512	22.6776
5128.45	6931.41	356.49744	26.5027
5128.45	6931.41	357.50976	21.8579
5128.45	6931.41	358.18768	20.765
5128.45	6931.41	358.86256	26.2295
5128.45	6931.41	359.2	29.5082
5128.45	6931.41	359.53744	30.8743
5128.45	6931.41	362.57744	25.6831
5128.45	6931.41	363.25232	20.765
5128.45	6931.41	364.26768	19.9454
